id_ords,data_provider,country,step_barrier_id,step_barrier,product_category,brand,repair_status,year_of_manufacture,event_date,language,problem
restart_2868,The Restart Project,GBR,3,Fix connectors or casing,Laptop,Unknown,Repairable,????,2016-06-11,en,Battery connection
restart_4983,The Restart Project,NOR,3,Fix connectors or casing,Laptop,ASUS,Repairable,????,2017-05-06,en,Bad connection with charger
restart_8763,The Restart Project,GBR,3,Fix connectors or casing,Laptop,HP,Repairable,2011,2018-07-08,en,Charging point / sticking keys.  Needs spare parts.
restart_9713,The Restart Project,NOR,3,Fix connectors or casing,Toy,Maisto Tech,Repairable,2017,2018-10-20,en,No contact with battery
anstiftung_2382,anstiftung,DEU,4,Fix the charging port,Tablet,Samsung,Repairable,????,2017-02-28,de,"Es konnte nicht mehr aufgeladen werden, die USB-Ladebuchse war gebrochen.Das Tablet wurde zerlegt und die USB-Buchse zwecks einer Ersatzteilbestellung fotografiert. Die zu bestellende Buchse wird in einem der nächsten RepairCafés mit passendem Werkzeug gewechselt."
anstiftung_2577,anstiftung,DEU,4,Fix the charging port,Laptop,Unknown,Repairable,????,2015-11-19,de,"Es ließ sich nicht mehr laden. Die Netzteilbuchse im Laptop war zerbrochen und ein Draht abgerissen. Wir haben die Buchse geklebt und den Draht wieder angelötet. Damit ging es erst einmal wieder, war aber auf Bewegung sehr anfällig (kein Kontakt mehr zum Stecker, wahrscheinlich ausgeleiert). Der Besitzer versucht, eine neue Buchse zu bekommen und wir können sie das nächste Mal tauschen. Alternativ gäbe es noch die Möglichkeit, eine neue Buchse nach außen zu verlegen."
anstiftung_3065,anstiftung,DEU,4,Fix the charging port,Laptop,Asus,Repairable,2012,2019-06-20,de,"Der Laptop von ASUS lud den Akku nicht mehr auf. Nachdem der Gast das Gerät demontiert hatte, überprüften wir die Ladebuchse und stellten fest, dass der mittlere Kontakt abgebrochen war. Wir versuchten die Buchse nachzulöten, hatten aber keinen Erfolg. Der Gast wird ein Ersatzteil besorgen."
anstiftung_3071,anstiftung,DEU,4,Fix the charging port,Tablet,Unknown,Repairable,????,2018-11-11,de,"Hier lagen gleich mehrere Fehler vor. Das Glas war mehrfach gesprungen und die USB-Buchse war angeschlagen, so dass es beim Laden zu Aussetzern kam.Display wird bestellt, die USB-Buchse haben wir nachgelötet."
anstiftung_3374,anstiftung,DEU,4,Fix the charging port,Tablet,Lenovo,Repairable,????,2019-07-04,de,"An einem Lenovo Tablet war die Micro-USB-Buchse ausgeleiert, weshalb es sich nicht mehr aufladen ließ. Im Internet fanden wir eine Bezugsquelle für eine neue Platine mit USB-Buchse sowie eine Anleitung zur Demontage und den Austausch. Der Gast überlegt, ob er das Ersatzteil bestellt und die Reparatur selbst ausführen kann. Falls er Hilfe benötigt, möchte er sonst nochmal wiederkommen."
rcwales_2224,Repair Cafe Wales,GBR,4,Fix the charging port,Hi-Fi separates,Unknown,Repairable,????,2019-10-01,en,bluetooth speaker usb charge point
rcwales_29,Repair Cafe Wales,GBR,4,Fix the charging port,Laptop,Unknown,Repairable,????,2017-04-01,en,Laptop Loose charging Port
restart_10430,The Restart Project,NOR,4,Fix the charging port,Laptop,ASUS,Repairable,2012,2018-11-21,en,Charging gate broken
restart_10930,The Restart Project,CAN,4,Fix the charging port,Tablet,Unknown,Repairable,????,2019-01-17,en,Charging port
restart_10946,The Restart Project,GBR,4,Fix the charging port,Tablet,Unknown,Repairable,????,2019-01-19,en,Damanaged charging port - advised on gettinga  new cable
restart_1204,The Restart Project,GBR,4,Fix the charging port,PC accessory,Unknown,Repairable,????,2015-02-14,en,Mobile charger - Not charging - Needed new USB port
restart_12074,The Restart Project,GBR,4,Fix the charging port,Tablet,Acer,Repairable,2012,2019-03-16,en,damaged charging socket
restart_12561,The Restart Project,SWE,4,Fix the charging port,Mobile,Apple,Repairable,????,2019-04-07,en,needed new charging port and screen
restart_12678,The Restart Project,IRL,4,Fix the charging port,Mobile,Samsung,Repairable,????,2019-04-13,en,Charging Port not working; Replacement Unit needed
restart_13666,The Restart Project,GBR,4,Fix the charging port,Tablet,Amazon,Repairable,2014,2019-06-08,en,Charger port loose.
restart_14185,The Restart Project,IRL,4,Fix the charging port,Tablet,Acer,Repairable,????,2019-07-18,en,Broken/Cracked Screens; Damaged Charging Port
restart_1423,The Restart Project,GBR,4,Fix the charging port,Mobile,Apple,Repairable,????,2015-05-09,en,"Charger, loose connection."
restart_14477,The Restart Project,SWE,4,Fix the charging port,Tablet,Samsung,Repairable,2015,2019-09-01,en,charging port not functioning
restart_14630,The Restart Project,CAN,4,Fix the charging port,Tablet,Unknown,Repairable,????,2019-09-12,en,Charging port problem + slow
restart_14681,The Restart Project,GBR,4,Fix the charging port,Hi-Fi separates,Unknown,Repairable,????,2019-09-14,en,Charging port broken - does work.  Needs new parts.
restart_14973,The Restart Project,CAN,4,Fix the charging port,Laptop,Unknown,Repairable,????,2019-09-28,en,Charging port problem + slow
restart_15198,The Restart Project,BEL,4,Fix the charging port,Battery/charger/adapter,Konig,Repairable,2016,2019-10-16,en,usb-charging connection loose: did not take the risk to open the glued casing
restart_15316,The Restart Project,GBR,4,Fix the charging port,Hi-Fi separates,hIve,Repairable,????,2019-10-19,en,charging port fallen out
restart_15550,The Restart Project,CAN,4,Fix the charging port,Laptop,Apple,Repairable,????,2019-10-30,en,Charging port + USB not working properly
restart_15664,The Restart Project,NOR,4,Fix the charging port,Laptop,Apple,Repairable,2014,2019-11-09,en,"Problems with charger, charging port"
restart_16101,The Restart Project,GBR,4,Fix the charging port,Misc,Unknown,Repairable,????,2019-11-30,en,Not working.  Found USB charge socket broken off from surface mount board.  Attempted re-attachment but not sucessful.
restart_16103,The Restart Project,GBR,4,Fix the charging port,Handheld entertainment device,Unknown,Repairable,????,2019-11-30,en,Broken.  Probably needs replacement USB charge socket
restart_16156,The Restart Project,CAN,4,Fix the charging port,Tablet,Unknown,Repairable,????,2019-12-05,en,Charging port
restart_16163,The Restart Project,CAN,4,Fix the charging port,Mobile,Unknown,Repairable,????,2019-12-05,en,Charging port not working
restart_16959,The Restart Project,GBR,4,Fix the charging port,Tablet,Amazon,Repairable,2011,2020-02-01,en,Charging port - Solution: Replacment part
restart_17389,The Restart Project,CAN,4,Fix the charging port,Laptop,Unknown,Repairable,????,2020-02-20,en,Charging port loose
restart_17392,The Restart Project,CAN,4,Fix the charging port,Mobile,Unknown,Repairable,????,2020-02-20,en,Charging port not always working
restart_3486,The Restart Project,GBR,4,Fix the charging port,Tablet,Samsung,Repairable,????,2016-10-26,en,No charge - diaganosed internal socket fault
restart_3511,The Restart Project,GBR,4,Fix the charging port,Portable radio,Unknown,Repairable,????,2016-10-29,en,bose Bluetooth speaker - mini charging input is broken - diagnosis completed
restart_4088,The Restart Project,GBR,4,Fix the charging port,Laptop,Acer,Repairable,????,2017-01-17,en,"won't charge, needs a new charging port"
restart_4198,The Restart Project,GBR,4,Fix the charging port,Desktop computer,Samsung,Repairable,????,2017-01-28,en,"Backlight/charging - no computer lead brough, advised on new power socket and check"
restart_4332,The Restart Project,GBR,4,Fix the charging port,Mobile,Fairphone,Repairable,????,2017-02-05,en,"Will not charge unless cable held at angle. Removed main board and found loss usb socket needs to be reflowed and surface mount, or find working replacement board"
restart_4523,The Restart Project,GBR,4,Fix the charging port,Mobile,HTC,Repairable,????,2017-03-18,en,Faulty charger connection
restart_4702,The Restart Project,GBR,4,Fix the charging port,Tablet,Samsung,Repairable,????,2017-04-01,en,"Tab3 10"" USB charging port damaged. Spare part available and repair very doable"
restart_5524,The Restart Project,GBR,4,Fix the charging port,Laptop,Acer,Repairable,????,2017-06-24,en,Won't turn on. Charging port is damaged.
restart_5866,The Restart Project,ESP,4,Fix the charging port,Mobile,Samsung,Repairable,????,2017-09-02,en,Loose charger connector.
restart_6781,The Restart Project,GBR,4,Fix the charging port,Tablet,Samsung,Repairable,????,2017-12-02,en,not charging. advised where to order new charging port and shown how to fit
restart_6857,The Restart Project,GBR,4,Fix the charging port,Laptop,HP,Repairable,????,2017-12-09,en,new charging socket needed.
restart_743,The Restart Project,GBR,4,Fix the charging port,Handheld entertainment device,Apple,Repairable,????,2014-06-28,en,"Broken charger connection, started to fix, needs more work"
restart_7872,The Restart Project,GBR,4,Fix the charging port,Tablet,Pronto Tec,Repairable,????,2018-04-19,en,USB charger. Its not working. The tablet thinks it's charging when it's not.Needs a new micro usb port
restart_7998,The Restart Project,GBR,4,Fix the charging port,Laptop,HP,Repairable,????,2018-04-22,en,Charger connection.  Needs new component - half fixed!
restart_8369,The Restart Project,GBR,4,Fix the charging port,Tablet,Lenovo,Repairable,????,2018-05-19,en,"Charger port broken, and no part of replace at party.  Gave details of Lenovo and local repair shops."
restart_8717,The Restart Project,GBR,4,Fix the charging port,Misc,Unknown,Repairable,????,2018-07-07,en,"Problem: not charging.  Diagnosis: USB connector detached from circuit board.  Solution: requires careful soldering, possible, but no time."
restart_9311,The Restart Project,GBR,4,Fix the charging port,Mobile,Samsung,Repairable,????,2018-09-24,en,Charge port failing - No part available
restart_972,The Restart Project,GBR,4,Fix the charging port,Tablet,Samsung,Repairable,????,2014-10-14,en,Tablet - USB charging port loosen - Needs spare part
restart_978,The Restart Project,GBR,4,Fix the charging port,Mobile,Unknown,Repairable,????,2014-10-14,en,Mobile - Intermittently not charging - Needs new part
restart_9904,The Restart Project,GBR,4,Fix the charging port,Tablet,Unknown,Repairable,????,2018-10-27,en,Intermittent charging problem - loose USB socket.  Needs to be disassembled - no time.
anstiftung_2812,anstiftung,DEU,15,New battery too expensive,Battery/charger/adapter,Unknown,End of life,????,2018-07-24,de,"Akku ließ sich mit dem mitgebrachten Ladegerät nicht aufladen. Ladegerät ok, Akku tiefentladen und defekt."
rcint_2345,Repair Café International,NLD,15,New battery too expensive,Vacuum,Quigg,End of life,2016,2017-09-25,nl,"laadt niet meer op, accu versleten. Nieuwe veervanger kost ca. 90 euro."
restart_16104,The Restart Project,GBR,15,New battery too expensive,Vacuum,Unknown,End of life,2017,2019-11-30,en,"Runs out of power quickly.  Possible battery problems, but may be issues with charging electronics also. Barrery replacement expensive and may not fix unit.  replacement relatively cheap...  User decied to replace."
anstiftung_1722,anstiftung,DEU,7,Other,Tablet,Apple,Repairable,????,2019-04-17,de,"Das iPad wurde seit einiger Zeit nicht benutzt und ließ sich nicht mehr einschalten. Wir schlossen es an ein USB-Netzteil an und maßen den Ladestrom. Da es lud, empfahlen wir dem Gast, das Gerät lange Zeit wieder aufzuladen. Sollte es dann immer noch nicht starten, müssen wir weitersuchen."
anstiftung_2631,anstiftung,DEU,7,Other,Toy,Unknown,Repairable,????,2015-05-21,de,"Wir konnten die Funktion aufgrund eines tiefentladenen Li-Ion-Akkus nicht testen. Ein Ladegerät mit amerikanischer Norm (110V/60Hz) konnte mangels Trafo nicht getestet werden und das zweite Netzteil gab kein Lebenszeichen mehr von sich. Da es nicht zerstörungsfrei zerlegt werden konnte, ließen wir es lieber ungeöffnet."
anstiftung_2815,anstiftung,DEU,7,Other,Tablet,Samsung,Repairable,????,2018-07-19,de,"Ein Samsung „Galaxy Tab 3“ Tablet gab keinen Mucks von sich; schnell war der tiefentladene Akku als Ursache gefunden. Mit niedriger Stromstärke konnten wir diesen wieder etwas laden, sodass zumindest die Akkuladeanzeige zu sehen war. Daheim soll der Patient voll aufgeladen werden, um zu schauen, ob das Tablet seine ganze Bandbreite an Funktionen wieder erfüllt."
anstiftung_3440,anstiftung,DEU,7,Other,Laptop,Fujitsu,Repairable,2003,2019-08-22,de,"An dem Notebook von Fujitsu Siemens war die Ladebuchse ausgeleiert, weswegen der Akku bei verbundenem Netzteil nicht mehr aufgeladen wurde. Wir löteten die Ladebuchse von der Platine und recherchierten im Internet nach einem geeigneten Ersatz, wurden jedoch nicht fündig, da auch das Notebook sehr alt war. Der Gast entschied sich daher letztlich gegen eine Reparatur und will sich nun lieber ein neues Gerät kaufen."
anstiftung_4167,anstiftung,DEU,7,Other,Lamp,Unknown,Repairable,2016,2019-11-14,de,"Der ging in letzter Zeit immer schneller „die Puste aus“. Wir nahmen an, es läge an den kürzer werdenden Tagen mit weniger zu erntender Sonnenenergie, aber der Gast meinte, es war im Sommer schon so. Leider hatte er die Solarzelle nicht mit, daher konnten wir die als Ursache nicht ausschließen. Die Elektronik funktionierte mit einer Fremdspannung gut, der Akku war völlig entladen. Wir werden bis zum nächsten Mal die Kapazität des Akkus messen und der Gast bringt die Solarzelle mit. Dann werden wir sehen, wo das Problem liegt."
anstiftung_5109,anstiftung,DEU,7,Other,Watch/clock,Unknown,Repairable,????,2020-03-08,de,Akku nicht austauschbar
fixitclinic_128,Fixit Clinic,USA,7,Other,Mobile,LG Sprint,Repairable,2015,2018-05-18,en,"Cell phone ~ I won't turn on, glass screen cracked, last time I tried to charge it it smelled like it was burning."
rcint_1708,Repair Café International,NLD,7,Other,Portable radio,Sony,Repairable,2003,2017-08-05,nl,Batterijzuur heeft e.e.a. aangevreten
restart_12009,The Restart Project,GBR,7,Other,Handheld entertainment device,Bose,Repairable,????,2019-03-10,en,Charges but doesn't play
restart_15853,The Restart Project,GBR,7,Other,Hi-Fi integrated,HMV,Repairable,1959,2019-11-16,en,"16th Nov 2019 item29: HMV valve radiogram chassisThis was a very old radiogram chassis pre 1960's using valves (no transistors or FETs!). First comment is that these are dangerous with high voltages on exposed parts (300-400V and sometimes higher so if you do not understand how they work and cannot identify danger areas DO NOT DABBLE!!Second comment is that this repair is not something to do at a repair cafe event unless you can guarantee no-one but yourself can touch anything either accidentally or deliberately.I took the chassis home:- step 1, get the service manual- step 2, clean the dust off and check correct valves in place and look for failed components - old capacitors are typical failures. They become leaky and loose their capacitance.All seemed remarkably well given the age!One valve was incorrect and removed. This left 2 missing valves. They were in fact the push pull audio output stage valves type HN309. These are somewhat unusual as they have a 12.6V heater - my hunch is that they were used in old"
restart_16326,The Restart Project,GBR,7,Other,Musical instrument,Unknown,Repairable,????,2019-12-21,en,Amp setting battery not connecting - suggested to buy new pick up unit and advised how to fit
restart_16558,The Restart Project,GBR,7,Other,Toy,Top Race,Repairable,2017,2020-01-18,en,Car battery connection oxidised.  Track rod end broken.  Remote controller problem.
restart_4881,The Restart Project,GBR,7,Other,Tablet,ASUS,Repairable,????,2017-04-22,en,"No power - checks done. Battery in Deep Sleep state. Restarter offered to take and fix, likely to be repairable"
restart_6070,The Restart Project,GBR,7,Other,Watch/clock,Samsung,Repairable,????,2017-09-23,en,Watch. not working. Needs charging to test.
restart_7135,The Restart Project,GBR,7,Other,Digital compact camera,Minolta,Repairable,????,2018-02-03,en,Leaked battery - whole circuitboard needs replacing
restart_7959,The Restart Project,GBR,7,Other,Tablet,Sony,Repairable,????,2018-04-21,en,Not turning on.  Needs charging.
restart_8378,The Restart Project,GBR,7,Other,Misc,Unknown,Repairable,????,2018-05-19,en,Battery system needs resetting after exposure to cold. Too hard.
restart_8572,The Restart Project,GBR,7,Other,Tablet,Unknown,Repairable,????,2018-06-05,en,"New battery installed but still not working. Tablet seemed to be switched on as the backlight came on when we pushed the power button, and went off if pushed again. This implies a screen lock sort of scenario.We also confirmed her previous battery was dead so that was worth her replacing.Our conclusion was that the screen itself is dead (or its cable/connectors). She will either buy a new screen, or sell the tablet with a known fault, depending on how much she wants to spend.So, known fault, parts available - left the decision with owner."
restart_9766,The Restart Project,GBR,7,Other,Laptop,Unknown,Repairable,????,2018-10-20,en,"Not working.  Unable to dismantle laptop, but confirmed charger was OK."
anstiftung_4007,anstiftung,DEU,17,Other,Mobile,Apple,End of life,2014,2019-10-17,de,"Der Besitzer eines Smartphones „iPhone 5s“ hatte bereits zu Hause den Akku getauscht, leider startete das Gerät danach nicht mehr. Er überprüfte alle Steckverbindungen, das brachte keine Veränderung. Wir vermuteten, dass der Akku nicht ausreichend geladen war und empfahlen, ihn einige Zeit zu laden."
rcint_20727,Repair Café International,CAN,17,Other,Small kitchen item,Escali,End of life,2005,2019-08-24,en,Read Out almost illegible even with a new battery
rcint_24389,Repair Café International,NLD,17,Other,Misc,Zero tech,End of life,2018,2019-11-02,nl,accu laadt niet meer op
rcint_5042,Repair Café International,GBR,17,Other,Laptop,Acer,End of life,2013,2018-02-03,en,Doesn't work on battery
rcint_7866,Repair Café International,NLD,17,Other,Laptop,Acer,End of life,????,2018-06-21,nl,accu is besteld; verkeerde geleverd!
rcwales_2096,Repair Cafe Wales,GBR,17,Other,Tablet,Apple,End of life,????,2019-04-01,en,iPad Air Not charging- damaged charging port?
rcwales_363,Repair Cafe Wales,GBR,17,Other,Battery/charger/adapter,Unknown,End of life,????,2018-04-01,en,android phone charger faulty connection?
restart_10508,The Restart Project,SWE,17,Other,Laptop,Lenovo,End of life,2012,2018-11-25,en,"Didn't turn on. Found fault in charging plug. Found different plug. Turned on! We thought we were on the way to a fix. Then tried to switch out  wifi card (did not accept it) and backed up hard drive.  When reinstalling hard drive, computer plug  came out and computer shut down. Could not be turned on again.  We could not find why!"
restart_12306,The Restart Project,IRL,17,Other,Tablet,Apple,End of life,????,2019-03-23,en,Battery Not Charging; Needs Replacement
restart_16184,The Restart Project,GBR,17,Other,Misc,Unknown,End of life,????,2019-12-07,en,Baby monitor. Charger Won't engage with cable.
restart_16317,The Restart Project,GBR,17,Other,Portable radio,Matsui,End of life,????,2019-12-21,en,"Radio not playing - believe input transformer broken and part unavailable, use batteries."
restart_6399,The Restart Project,GBR,17,Other,Mobile,Samsung,End of life,????,2017-10-28,en,doesn't switch on. Battery dead
restart_6566,The Restart Project,ITA,17,Other,Handheld entertainment device,penny,End of life,????,2017-11-18,en,"Old portable disk player with battery box broken, oxidized contacts, and blocked motor. Keepsake not put in the waste."
restart_7462,The Restart Project,ISL,17,Other,Mobile,Apple,End of life,????,2018-03-14,en,Battery drains really fast
restart_9748,The Restart Project,GBR,17,Other,Misc,Unknown,End of life,2014,2018-10-20,en,Various rechargeble batteries. Need to know thether to recycle
anstiftung_1440,anstiftung,DEU,8,Poor data,Misc,Unknown,Repairable,????,2019-05-18,de,geht nicht mehr - Akku?
anstiftung_800,anstiftung,DEU,8,Poor data,Power tool,Unknown,Repairable,????,2019-02-16,de,Akku-Schrauber geht nicht
fixitclinic_119,Fixit Clinic,USA,8,Poor data,Tablet,Amazon / Apple,Repairable,2008,2018-04-27,en,tablet and ipod ~ Won't turn on / won't charge
fixitclinic_153,Fixit Clinic,USA,8,Poor data,Watch/clock,Pebble,Repairable,2014,2018-08-10,en,Smartwatch ~ Can't turn on. Assuming that the charger didn't actual charge the watch
fixitclinic_450,Fixit Clinic,USA,8,Poor data,Handheld entertainment device,brookstone and makita respective,Repairable,????,2019-05-21,en,ipod player and charged but not running makita drill
rcint_10464,Repair Café International,NLD,8,Poor data,Handheld entertainment device,Philips,Repairable,2015,2018-10-13,nl,opladen werkt niet meer
rcint_11631,Repair Café International,NLD,8,Poor data,Laptop,Toshiba,Repairable,2008,2018-11-23,nl,batterij + harddisk
rcint_11848,Repair Café International,GBR,8,Poor data,Vacuum,Dyson,Repairable,????,2018-11-24,en,Not charging
rcint_14587,Repair Café International,NLD,8,Poor data,Vacuum,Black & Decker,Repairable,????,2019-02-09,nl,Opladen gaat niet meer
rcint_15690,Repair Café International,NLD,8,Poor data,TV and gaming-related accessories,Powerfix,Repairable,????,2019-03-09,nl,doet het niet/ lege batterij
rcint_15890,Repair Café International,NLD,8,Poor data,Battery/charger/adapter,Unknown,Repairable,????,2019-03-23,nl,Accu probleem
rcint_16573,Repair Café International,NLD,8,Poor data,DSLR/video camera,Grundig,Repairable,1996,2019-04-06,nl,Hij doet het niet ; batterij?
rcint_17051,Repair Café International,GBR,8,Poor data,Tablet,Apple,Repairable,????,2019-04-13,en,Not charging
rcint_17607,Repair Café International,NLD,8,Poor data,Lamp,Unknown,Repairable,????,2019-05-04,nl,batterij laadt niet op
rcint_18568,Repair Café International,FRA,8,Poor data,Vacuum,Unknown,Repairable,????,2019-05-25,fr,Ne charge plus
rcint_19141,Repair Café International,NLD,8,Poor data,Tablet,Medion,Repairable,????,2019-06-08,nl,"wachtwoorden vergeten, opladen werkt niet"
rcint_19275,Repair Café International,AUS,8,Poor data,Games console,Nintendo,Repairable,2009,2019-06-13,en,Not charging. Electrical issue
rcint_19812,Repair Café International,NLD,8,Poor data,Large home electrical,Gardena,Repairable,2005,2019-07-06,nl,Accu laadt niet goed op
rcint_20507,Repair Café International,NLD,8,Poor data,Toy,Singer,Repairable,????,2019-08-03,nl,Werkt niet - batterijen compartiment?
rcint_20649,Repair Café International,AUS,8,Poor data,Lamp,Arlec,Repairable,????,2019-08-11,en,Rechargeable torch doesn't work
rcint_20724,Repair Café International,CAN,8,Poor data,Tablet,Samsung,Repairable,2014,2019-08-24,en,Doesn't Charge
rcint_21268,Repair Café International,NLD,8,Poor data,Power tool,Black & Decker,Repairable,2009,2019-09-07,nl,helemaal geen power bij volle accu
rcint_21301,Repair Café International,NLD,8,Poor data,Tablet,TomTom,Repairable,????,2019-09-07,nl,weigert na het opladen
rcint_21603,Repair Café International,NLD,8,Poor data,Power tool,Bosch,Repairable,2010,2019-09-14,nl,Is opgeladen maar doet niets
rcint_21767,Repair Café International,GBR,8,Poor data,Battery/charger/adapter,Hotline,Repairable,2000,2019-09-14,en,Not charging the fence
rcint_21782,Repair Café International,GBR,8,Poor data,Misc,Unknown,Repairable,2000,2019-09-14,en,Doesnt charge
rcint_25352,Repair Café International,FRA,8,Poor data,Vacuum,Unknown,Repairable,????,2019-11-21,fr,Batterie certainement HS
rcint_25732,Repair Café International,NLD,8,Poor data,Laptop,Archos,Repairable,????,2019-11-28,nl,blijft laden
rcint_26643,Repair Café International,GBR,8,Poor data,Toy,Unknown,Repairable,????,2019-12-07,en,fails to charge battery
rcint_26932,Repair Café International,FRA,8,Poor data,PC accessory,Unknown,Repairable,????,2019-12-14,fr,Ne charge plus
rcint_2762,Repair Café International,NLD,8,Poor data,Power tool,Black & Decker,Repairable,????,2017-10-17,nl,misschien de accu
rcint_28030,Repair Café International,NLD,8,Poor data,Tablet,Difrince,Repairable,????,2020-01-17,nl,"Doet het niet, ook niet na opladen."
rcint_28180,Repair Café International,GBR,8,Poor data,Vacuum,Bosch,Repairable,????,2020-01-18,en,cordless battery not charging
rcint_29107,Repair Café International,NLD,8,Poor data,Hi-Fi separates,Logitech,Repairable,????,2020-02-01,nl,Wordt niet opgeladen
rcint_30304,Repair Café International,GBR,8,Poor data,Toy,Unknown,Repairable,????,2020-02-15,en,mystery battery problem
rcint_30926,Repair Café International,FRA,8,Poor data,Hair & beauty item,Braun,Repairable,2013,2020-02-29,fr,ne se recharge pas
rcint_31691,Repair Café International,FRA,8,Poor data,Vacuum,Unknown,Repairable,????,2020-07-04,fr,Ne charge plus
rcint_6309,Repair Café International,NLD,8,Poor data,TV and gaming-related accessories,Samsung,Repairable,2017,2018-04-07,nl,Batterijen leeg
rcint_6332,Repair Café International,NLD,8,Poor data,Toy,Chicco,Repairable,2012,2018-04-07,nl,batterijen ?
rcint_6620,Repair Café International,FRA,8,Poor data,Handheld entertainment device,Unknown,Repairable,????,2018-04-21,fr,Ne charge plus
rcint_6785,Repair Café International,NLD,8,Poor data,Toy,Fisher-Price,Repairable,1990,2018-05-05,nl,defecte batterijen
rcint_6918,Repair Café International,NLD,8,Poor data,Mobile,Apple,Repairable,2012,2018-05-05,nl,mogelijk accu probleem
rcint_7174,Repair Café International,NLD,8,Poor data,Small home electrical,Leifheit,Repairable,????,2018-05-19,en,Accu of adapter?
rcint_7392,Repair Café International,GBR,8,Poor data,Laptop,Unknown,Repairable,????,2018-05-26,en,Not charging
rcint_7668,Repair Café International,NLD,8,Poor data,Hair & beauty item,Philips,Repairable,????,2018-06-03,nl,te weinig opgeladen
rcint_8354,Repair Café International,NLD,8,Poor data,Hair & beauty item,Philips,Repairable,1988,2018-07-14,nl,Batterijen en/of schakelaar
rcint_9888,Repair Café International,USA,8,Poor data,Battery/charger/adapter,Schumacher,Repairable,????,2018-09-29,en,Won't charge
rcwales_1604,Repair Cafe Wales,GBR,8,Poor data,Decorative or safety lights,Unknown,Repairable,????,2019-04-01,en,Battery Light Unable to change battery
rcwales_1679,Repair Cafe Wales,GBR,8,Poor data,Laptop,Dell,Repairable,????,2019-07-01,en,laptop won't charge
rcwales_1885,Repair Cafe Wales,GBR,8,Poor data,Hair & beauty item,Unknown,Repairable,????,2019-09-01,en,Toothbrush not charging
rcwales_2062,Repair Cafe Wales,GBR,8,Poor data,Tablet,Amazon,Repairable,????,2019-03-01,en,Kindle Will not re-charge
rcwales_2166,Repair Cafe Wales,GBR,8,Poor data,Laptop,Dell,Repairable,????,2019-11-01,en,laptop not charging
rcwales_2239,Repair Cafe Wales,GBR,8,Poor data,Laptop,Unknown,Repairable,????,2019-11-01,en,laptop battery
rcwales_2574,Repair Cafe Wales,GBR,8,Poor data,Vacuum,Dyson,Repairable,????,2019-02-01,en,Dyson handheld Vac Will not charge
rcwales_2847,Repair Cafe Wales,GBR,8,Poor data,Battery/charger/adapter,Apple,Repairable,????,2019-09-01,en,speaker/charger no longer plays
rcwales_3240,Repair Cafe Wales,GBR,8,Poor data,Tablet,Samsung,Repairable,????,2019-03-01,en,tablet not charging
rcwales_3554,Repair Cafe Wales,GBR,8,Poor data,Hi-Fi separates,JBL,Repairable,????,2020-02-01,en,speaker doesn't charge when plugged
rcwales_3761,Repair Cafe Wales,GBR,8,Poor data,Power tool,Black & Decker,Repairable,????,2020-01-01,en,drill charger defect? melted battery?
rcwales_3846,Repair Cafe Wales,GBR,8,Poor data,Vacuum,not known,Repairable,????,2020-02-01,en,battery powered vacuum cleaner not charging
rcwales_4097,Repair Cafe Wales,GBR,8,Poor data,Decorative or safety lights,Unknown,Repairable,????,2020-01-01,en,rechargeable torch 
rcwales_4098,Repair Cafe Wales,GBR,8,Poor data,Decorative or safety lights,Unknown,Repairable,????,2020-01-01,en,rechargeable torch 
rcwales_578,Repair Cafe Wales,GBR,8,Poor data,Mobile,Unknown,Repairable,????,2018-09-01,en,"Sony Experai Z and HTC sense Sony experia z1, is not charging htc sence not charging"
rcwales_743,Repair Cafe Wales,GBR,8,Poor data,Hair & beauty item,Unknown,Repairable,????,2018-06-01,en,Electric toothbrush Toothbrush won't charge
restart_10041,The Restart Project,CAN,8,Poor data,Mobile,Unknown,Repairable,????,2018-11-07,en,Battery/power
restart_10045,The Restart Project,CAN,8,Poor data,Tablet,Unknown,Repairable,????,2018-11-07,en,Charging/power
restart_10048,The Restart Project,CAN,8,Poor data,Laptop,Unknown,Repairable,????,2018-11-07,en,Charging/power
restart_10144,The Restart Project,NOR,8,Poor data,Headphones,Unknown,Repairable,2017,2018-11-10,en,Does not charge
restart_10147,The Restart Project,NOR,8,Poor data,Laptop,Dell,Repairable,2016,2018-11-10,en,Issues with the battery
restart_10431,The Restart Project,NOR,8,Poor data,Mobile,Apple,Repairable,2015,2018-11-21,en,"Won't charge, loose screen"
restart_10452,The Restart Project,NOR,8,Poor data,Tablet,Samsung,Repairable,2013,2018-11-21,en,Won't charge
restart_10472,The Restart Project,GBR,8,Poor data,Mobile,Fairphone,Repairable,????,2018-11-24,en,The Mic & charging module not working. Couldn't fix it.
restart_10614,The Restart Project,GBR,8,Poor data,Tablet,Samsung,Repairable,2015,2018-12-01,en,blocked password + not charging
restart_10745,The Restart Project,SWE,8,Poor data,Mobile,Apple,Repairable,????,2018-12-09,en,doesn't charge
restart_10812,The Restart Project,NOR,8,Poor data,Laptop,Lenovo,Repairable,2014,2019-01-06,en,Does not charge
restart_10830,The Restart Project,NOR,8,Poor data,Mobile,Unknown,Repairable,????,2019-01-06,en,Doesn't charge
restart_10870,The Restart Project,GBR,8,Poor data,Vacuum,Bosch,Repairable,2017,2019-01-13,en,Switch jammed. Not charging?
