id,data_provider,country,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem
anstiftung_406,anstiftung,DEU,"Small kitchen item",Unknown,Kaffeevollautomat,????,Fixed,2548,2016-07-10,"Aufschäumer funktioniert nicht mehr"
anstiftung_407,anstiftung,DEU,Lamp,Unknown,Tischlampe,????,Fixed,2548,2016-07-10,"defekt, Wackelkontakt an der Lampe"
anstiftung_408,anstiftung,DEU,Watch/clock,Unknown,Wanduhr,????,Unknown,2548,2016-07-10,defekt
anstiftung_409,anstiftung,DEU,"Hi-Fi separates",Unknown,Kassettenrekorder,????,Unknown,2548,2016-07-10,"defekt, Fach schließt nicht mehr"
anstiftung_410,anstiftung,DEU,"Flat screen",Unknown,Röhrenfernseher,????,Unknown,2548,2016-07-10,defekt
anstiftung_411,anstiftung,DEU,Watch/clock,Unknown,Wanduhr,????,Unknown,2548,2016-07-10,"bleibt stehen"
anstiftung_412,anstiftung,DEU,"Small kitchen item","VEB Elektrogerätewerk Suhl","Pürierstab eines Handrührgeräts RG28",????,Repairable,3389,2016-07-14,"Das Schneidmesser hatte sich von der Antriebswelle gelöst und war verbogen. Nach dem Richten des Messerblattes zeigten wir der Besitzerin, wie sie mit einem Körner versuchen kann, das Messer wieder auf die Welle zu nieten. Sie will es zu Hause versuchen."
anstiftung_413,anstiftung,DEU,"Small home electrical","Wolf Garten",Rasenmäher,????,Fixed,3389,2016-07-14,"Fortsetzung vom letzten Monat:Wir haben die Reparatur fertiggestellt, denn inzwischen hatten wir einen passenden Schalter da. Der alte Schalter war verschmort und schaltete nicht mehr zuverlässig. Die Besitzerin war froh, dass es mit der Reparatur nun endlich geklappt hat."
anstiftung_414,anstiftung,DEU,Toy,Unknown,Modellhubschrauber,????,Fixed,3389,2016-07-14,"Unsichere Kontakte am Akku, Wackelkontakt.Anschlüsse erneuert."
anstiftung_415,anstiftung,DEU,"Hi-Fi separates",Unknown,Hifi-Verstärker,????,Repairable,5073,2016-07-21,"Hatte ein Brummen, das auf allen Kanälen zu hören war. Der Besitzer brachte umfangreiche Schaltungsunterlagen mit, sodass wir in die Schaltung „hineinmessen“ konnten. Leider sind wir in der kurzen Zeit nicht fertig geworden. Wir machen das nächste Mal daran weiter."
anstiftung_416,anstiftung,DEU,"Small kitchen item",Unknown,Brotbackautomat,????,Repairable,5073,2016-07-21,"Die Heizung ging nicht mehr. Nachdem wir herausgefunden hatten, wie das Gerät zu öffnen ist und wie man an die Elektronik herankommt (einige Schrauben ließen sich nicht herausdrehen), stellten wir fest, dass das Heizungsrelais defekt ist. Wir suchten und bestellten ein neues. Beim nächsten Mal haben wir das Teil hoffentlich da und reparieren das Gerät."
anstiftung_417,anstiftung,DEU,Misc,Unknown,Festplatten-Leiterplatten,????,Fixed,5073,2016-07-21,"Ein Besucher brachte zwei Festplatten-Leiterplatten. Ein kleiner BIOS-Chip von der einen sollte auf die andere umgelötet werden. Mit dem richtigen Werkzeug und kompetenter Hilfe war das kein Problem."
anstiftung_418,anstiftung,DEU,Toy,Unknown,"handliche Spielkonsole",????,Fixed,5073,2016-07-21,"Hier hatte die Ladebuchse einen Wackelkontakt. Der Besucher hatte auch schon ein Ersatzteil dabei, sodass wir sie zügig wechseln konnten."
anstiftung_419,anstiftung,DEU,Toy,Unknown,"elektrisch angetriebenes Spielzeugauto",????,Fixed,5073,2016-07-21,"Es war heruntergefallen und hatte einige Blessuren an der Karosserie davongetragen. Die Besitzerin hatte Einiges schon repariert und es fuhr auch noch, machte aber nicht mehr die gewohnten Geräusche. Gestresste Eltern wären froh darüber ;-), aber diese Mutti wollte es gern reparieren. Wir suchten nach einem Fehler, aber stellten fest, dass die Batterien nicht mehr genügend Ladung hatten, um die Geräuschfunktion zu betreiben. Mit neuen Batterien sollte es wieder gehen."
anstiftung_420,anstiftung,DEU,Laptop,Unknown,Laptop,????,Fixed,5073,2016-07-21,"Bei dem Notebook mit „Windows 7“ nervten einige Update-Funktionen, die sich immer wieder meldeten, die Benutzerin. Wir sahen uns gemeinsam den Rechner an und gaben einige Tipps, damit sie besser damit klarkommt."
anstiftung_422,anstiftung,DEU,"TV and gaming-related accessories",Unknown,DVD-VHS-Kombigerät,????,Fixed,5073,2016-07-21,"Fortsetzung vom 2.6.2016:DVD-VHS-Kombigerät, das schon einmal da war, haben wir den nachbestellten Display-Schaltkreis eingebaut und nun flackert die Anzeige nicht mehr."
anstiftung_423,anstiftung,DEU,Headphones,Unknown,Kopfhörer,????,Fixed,5073,2016-07-21,"Wackeln am Kabel in der Nähe des Steckers fühte zu Aussetzern. Ein klarer Fall für einen sogenannten Wackelkontakt. Der Besitzer hatte ein anderes Kabel mit Stecker mit, das wir anlöteten"
anstiftung_424,anstiftung,DEU,"Flat screen",Unknown,TFT-Monitor,????,Fixed,5073,2016-07-21,"Der TFT-Monitor, der auch als Fernseher genutzt wird, hatte erst Aussetzer und ging nun gar nicht mehr an. Wir öffneten das Gerät, was sich äußerst schwierig gestaltete, da außer zwei Schrauben am Fuß der Rest des Gehäuses zusammengeclippt war. Mit etwas Mut und Kraft lösten sich die Verhakungen aber doch, zum Glück ohne Schäden am Gehäuse. Elektrolytkondensatoren in der Nähe eines Kühlkörpers hatten sich aufgebläht und drohten zu platzen. Nachdem der Gast neue Bauteile gekauft und wir sie eingebaut hatten,"
anstiftung_425,anstiftung,DEU,Laptop,Unknown,Laptop,????,Unknown,5073,2016-08-04,"Beim Einschalten ging die LED an und der Lüfter drehte kurz an, mehr aber auch nicht. Wir zerlegten das Gerät, um nach offensichtlichen Fehlern wie lockeren Kabeln, schlecht sitzenden RAM-Riegeln etc. zu suchen, fanden aber nichts. Auch nach dem Zusammenbauen funktionierte es immer noch nicht. ;-) Leider konnten wir nicht mehr tun. Dies ist eher ein Fall für eine Fachwerkstatt."
anstiftung_426,anstiftung,DEU,"Small kitchen item",Unknown,Küchenmaschine,????,Repairable,5073,2016-08-04,"Sie funktioniert gar nicht mehr. Nach dem kniffligen Auseinanderbauen stellten wir fest, dass im Gehäuse viele kleine Schalter verbaut waren, die überwachten, das alle Anbauteile montiert und arretiert waren. Irgendwo in diesem „Gewirr“ musste ein Fehler liegen, den wir aber in der Kürze der Zeit nicht finden konnten. Beim nächsten Mal werden wir weitersuchen."
anstiftung_427,anstiftung,DEU,"Hi-Fi integrated",Unknown,Micro-HiFi-Anlage,????,Unknown,5073,2016-08-04,"Es funktionierte das DVD/CD-Laufwerk nicht mehr. Bei diesem Gerät konnten wir nach aufwendigem Zerlegen feststellen, dass sich der Antriebsmotor nicht drehte. Die Spannung war viel zu gering, um ihn anzutreiben. Da liegt wohl ein Fehler in der Ansteuerelektronik vor, der aber ohne Schaltplan nicht zu finden war."
anstiftung_428,anstiftung,DEU,"TV and gaming-related accessories",Unknown,DVD-Player,????,Unknown,5073,2016-08-04,"Eer versagte seinen Dienst. Wir suchten den Fehler und kamen ihm im Schaltnetzteil auf die Spur, konnten ihn aber wegen fehlender Schaltungsunterlagen nicht genau bestimmen und leider auch nicht beheben."
anstiftung_429,anstiftung,DEU,"Sewing machine",Unknown,"Fußpedal einer elektrischen Nähmaschine",????,Repairable,5073,2016-08-04,"Ein Fußpedal steuert eine Nähmaschine, das im Normalbetrieb etwas warm werden konnte. Dafür war es auch in einem Metallgehäuse mit Lüftungsschlitzen untergebracht. Dieses Exemplar wurde aber sehr heiß, wenn es ein paar Minuten in Betrieb war. Wir fanden einen defekten Entstörkondensator, der bei Erwärmung einen geringen Widerstand hatte. Dadurch war der Stromkreis die ganze Zeit geschlossen und der Keramikwiderstand heizte sich weiter auf - ein „Teufelskreis“. Wir werden die Reparatur beim nächsten Mal mit "
anstiftung_430,anstiftung,DEU,"Small kitchen item",Unknown,Allesschneider,????,Repairable,5073,2016-08-04,"Es drehte sich kein Rad mehr. Die Kohlebürsten des Motors waren verbraucht, besser gesagt, nur eine Kohle war abgenutzt (nur 1 mm übrig). Die andere sah fast wie neu aus (20 mm übrig). Uns ist unklar, wie das passieren kann. Offenbar war eine Kohle von hoher Güte (Härte), die andere hingegen viel zu weich und dadurch schnell verbraucht. Mit Ersatzkohle(n) werden wir das Gerät das nächste Mal reparieren können."
anstiftung_431,anstiftung,DEU,"Small kitchen item",Unknown,Bügeleisen,????,Fixed,5073,2016-08-04,"Es funktionierte nur noch, wenn das Kabel in einer bestimmten Stellung gehalten wurde. Dies war sehr unpraktisch. Wir stellten einen Kabelbruch fest, kürzten es und schlossen das Kabel wieder neu an."
anstiftung_432,anstiftung,DEU,Lamp,Unknown,LED-Fahrradlampe,????,Fixed,5073,2016-08-04,"Sie leuchtete nicht mehr. Wir untersuchten sie und stellten fest, dass sich der Draht vom Außengewinde gelöst hatte. Nachdem der wieder angelötet war, erstrahlte sie wieder."
anstiftung_433,anstiftung,DEU,Mobile,Unknown,Handy,????,Unknown,5073,2016-08-04,"Es zeigte das Display nichts mehr an. Der Besitzer vermutete einen Defekt der Anzeige oder Kontaktschwierigkeiten. Leider konnten wir das Gerät nicht vollständig zerlegen und fanden auch keinen Fehler. Zwischendurch ging es sogar einmal kurz an. Vielleicht handelt es sich auch um ein Lötproblem, bei dem sich nach einiger Zeit die Bauteile von der Leiterplatte lösen. Wir können da leider nicht weiterhelfen, da sollten besser Profis ran."
anstiftung_434,anstiftung,DEU,Laptop,Acer,Laptop,????,"End of life",3389,2016-08-11,"Die Netzwerkbuchse sorgte nicht mehr für eine zuverlässige Verbindung zum Stecker, sie wirkte irgendwie „ausgeleiert“. Wir zerlegten das Notebook, um an die Buchse heranzukommen. Eine kurze Internetrecherche brachte leider keinen Erfolg bei der Suche nach einem Ersatzteil. Die Buchse ist sehr kompakt und bei heutigen Herstellern leider nicht zu finden. Ohne Ersatzteil können wir leider nichts tun."
anstiftung_435,anstiftung,DEU,"Small home electrical",Unknown,Schmutzwasserpumpe,????,Repairable,3389,2016-08-11,"machte nur noch ein brummendes Geräusch. Wir vermuteten ein festgerostetes Lager, aber nach dem Auseinanderbauen konnten wir feststellen, dass die Lager noch drehbar waren. Der Simmerring der Welle war sehr schwergängig, sodass wir dem Besitzer empfahlen, mit neuen Lagern und Simmerring beim nächsten Mal wiederzukommen."
anstiftung_436,anstiftung,DEU,"Hi-Fi separates",Unknown,Radiorekorder,????,Fixed,3389,2016-08-11,"hatte einen Wackelkontakt am Netzkabel. Wir zerlegten das Gerät und sahen einen wackeligen Netz-Batterie-Umschalter. Anfangs wollten wir den Umschalter einfach überbrücken, aber er ließ sich dann doch reparieren und funktioniert nun wieder sehr gut."
anstiftung_437,anstiftung,DEU,"Small kitchen item",Unknown,Bügeleisen,????,Fixed,3389,2016-08-11,"die Befestigung des Griffs war herausgeplatzt. Wir füllten das fehlende Material mit Zwei-Komponenten-Kleber auf. Nach dem Aushärten kann der Besitzer ein neues Loch bohren und den Griff wieder befestigen."
anstiftung_438,anstiftung,DEU,"Small kitchen item",Unknown,Kaffeemaschine,????,Unknown,3389,2016-08-11,"Beim Wassereinfüllen sollte diese schon mehrmals einen Kurzschluss ausgelöst haben. Wir sind uns nicht sicher, ob es wirklich ein Kurzschluss war oder ein FI-Schutzschalter ausgelöst hatte. Wir untersuchten die Maschine auf offensichtliche Defekte, konnten aber nichts finden. Wir empfahlen der Besucherin, die Maschine bei einem Elektriker prüfen zu lassen."
anstiftung_439,anstiftung,DEU,"Hi-Fi separates",Unknown,HiFi-Verstärker,????,Repairable,5073,2016-08-18,"Sagte keinen Mucks mehr. Im Gerät war nichts Offensichtliches wie lose Stecker, defekte Sicherungen oder Ähnliches zu finden. Mit einem Signalgeber und einem Oszilloskop machten wir uns auf die Fehlersuche, die aber bis zum Ende nicht abgeschlossen werden konnte. Wir bleiben aber dran …"
anstiftung_440,anstiftung,DEU,Vacuum,Unknown,"Billiggerät aus dem Discounter",????,Repairable,5073,2016-08-18,"Er funktionierte nach wenigen Jahren nicht mehr richtig. Er machte „brutzelnde“ Geräusche, es roch verbrannt und der Motor stotterte. Nach dem Auseinandernehmen stellten wir starkes Bürstenfeuer fest. Wir demontierten die Kohlebürsten, von denen nicht mehr viel übrig war."
anstiftung_441,anstiftung,DEU,Vacuum,Unknown,Staubsauger,????,Repairable,5073,2016-08-18,"Es drehte sich kein Rad mehr. Er soll vor dem Ausfall auch sehr laute Geräusche gemacht haben. Nach der Demontage sahen wir auch hier abgenutzte Kohlebürsten, aber zusätzlich war noch die Motorwelle blockiert. Mehrmaliges Hin- und Herbewegen machte sie zwar wieder drehbar, aber wir vermuten einen Lagerschaden. Hier geht es beim nächsten Mal weiter."
anstiftung_442,anstiftung,DEU,"Small kitchen item",Unknown,Brotbackautomat,????,Fixed,5073,2016-08-18,"Fortsetzung vom 21.7.2016:Ein neues Relais wurde eingebaut. Wie das Gerät zu zerlegen war, wussten wir ja schon, daher ging die Reparatur recht schnell."
anstiftung_443,anstiftung,DEU,"Hi-Fi separates",RFT,R4100,????,Fixed,5073,2016-08-18,"Die Sendereinstellung ließ sich nicht mehr bewegen. Wir stellten eine blockierte Welle am Drehkondensator fest und demontierten sie. Dann wurde sie gereinigt und neu geschmiert. Nach der Justage der Skala konnte wieder wie gewohnt Radio gehört werden."
anstiftung_444,anstiftung,DEU,"Hi-Fi separates",RFT,R4100,????,Fixed,5073,2016-08-18,"Die Sendereinstellung ließ sich nicht mehr bewegen. Wir stellten eine blockierte Welle am Drehkondensator fest und demontierten sie. Dann wurde sie gereinigt und neu geschmiert. Nach der Justage der Skala konnte wieder wie gewohnt Radio gehört werden."
anstiftung_445,anstiftung,DEU,Printer/scanner,Unknown,Tintenstrahldrucker,????,"End of life",5073,2016-09-01,"Er zeigte beharrlich eine Fehlermeldung an. Alle Versuche, das zurückzusetzen, klappten nicht. Der Fehler war ein defekter Druckkopf. Der Besitzer wird ihn als Ersatzteilspender aufheben."
anstiftung_446,anstiftung,DEU,Battery/charger/adapter,Unknown,"Fahrradakku mit Ladegerät",????,Unknown,5073,2016-09-01,"Akku war leer und wurde nicht mehr geladen.Wir stellten fest, dass der Akku in Ordnung, aber das Ladegerät defekt war. Den Fehler konnten wir leider mangels Schaltungsunterlagen nicht finden."
anstiftung_447,anstiftung,DEU,"Hi-Fi separates",Unknown,"Lautsprecher mit integriertem Verstärker",????,Repairable,5073,2016-09-01,"Er funktionierte nicht mehr zuverlässig. Wir vermuteten einen Wackelkontakt, konnten aber leider keinen offensichtlichen Fehler finden. Wir werden den Reparaturversuch bei einem anderen RepairCafé mit besseren Messmöglichkeiten fortführen."
anstiftung_448,anstiftung,DEU,"Sewing machine",Unknown,"Fußpedal einer elektrischen Nähmaschine",????,Repairable,5073,2016-09-01,"Funktionierte nicht mehr und wurde sehr warm.Entstörkondensator kaputt.Und wenn die Besitzerin beim nächsten Mal das Ersatzteil mitbringt, können wir auch dieses Pedal wieder ganz machen."
anstiftung_449,anstiftung,DEU,"Flat screen",Unknown,Flachbildfernseher,????,Repairable,5073,2016-09-01,"Er schaltete sich nach einer bestimmten Zeit immer wieder von selbst aus. Vor zwei Monaten wurden schon einmal Elektrolytkondensatoren gewechselt und der Fehler trat danach nicht mehr auf. Nun aber zeigte er sich wieder. Wir empfahlen, die Elkos durch Hochwertigere zu ersetzen, damit der Reparaturerfolg länger anhält."
anstiftung_450,anstiftung,DEU,"Handheld entertainment device",Unknown,MP3-Player,????,Repairable,5073,2016-09-01,"Er ließ sich nicht mehr aufladen und er blinkte nur während des Ladeversuchs. Wir untersuchten das Gerät und fanden heraus, dass der Akku defekt war. Der Besitzer wird einen neuen Akku beschaffen und wir werden ihn beim nächsten Mal austauschen."
anstiftung_451,anstiftung,DEU,"Sewing machine",Unknown,"Fußpedal einer elektrischen Nähmaschine",????,Fixed,5073,2016-09-01,"Fortsetzung vom 4.8.2016:Wir haben das beschaffte Ersatzteil, einen Entstörkondensator, ausgewechselt und das Pedal damit repariert."
anstiftung_452,anstiftung,DEU,Printer/scanner,Unknown,Laserdrucker,????,Fixed,5073,2016-09-01,"Er begnügte sich nicht mehr mit nur einem Blatt Papier pro Druckvorgang, er wollte mehr und die Error-LED leuchtete. Wir reinigten daher die Einzugsmechanik. Zuerst zog er das Papier schief ein und gab es nicht rechtzeitig wieder frei. Aber nach einigen Testläufen hatte sich der Ablauf wieder eingespielt und der Drucker funktioniert wieder."
anstiftung_453,anstiftung,DEU,"Small kitchen item",Unknown,Standmixer,????,Fixed,5073,2016-09-01,"Er drehte sich kurz, brummte dann nur noch und nach wenigen Sekunden löste der Thermoschalter aus. Nach dem Zerlegen des Gerätes untersuchten wir die Elektrik und den Motor, aber da war alles ok. Es stellte sich heraus, dass der Schalter, der auch für die elektromagnetische Bremsung des Schneidwerkes zuständig ist, defekt war. Der Besucher wird den Schalter besorgen und zu Hause selbst auswechseln."
anstiftung_454,anstiftung,DEU,Laptop,Unknown,Laptop,????,Fixed,5073,2016-09-01,"Es funktionierte der Netzbetrieb und das Laden nicht mehr. Das Netzteil war in Ordnung, aber wir stellten fest, dass die Netzbuchse keinen Kontakt zum Stecker hatte. Nach dem Nachjustieren der Kontakte klappte es wieder."
anstiftung_455,anstiftung,DEU,Headphones,Unknown,Kopfhörer,????,Fixed,5073,2016-09-01,"Es war ein Kabel abgerissen.Wir konnten es wieder anzubringen."
anstiftung_456,anstiftung,DEU,"Small kitchen item",Unknown,Handrührgerät,????,Unknown,5073,2016-09-01,"Es drehte sich nicht mehr.Wir konnten leider nicht helfen. In unserem umfangreichen Werkzeugsortiment fand sich kein entsprechendes Schrauber-Bit, um die Spezialschrauben im Gehäuse zu öffnen."
anstiftung_457,anstiftung,DEU,"Digital Compact Camera",Unknown,Digicam,????,"End of life",3389,2016-09-08,"Es schloss und öffnete sich der Objektivverschluss nicht vollständig. Erst, wenn man ihn antippte, löste sich die Verklemmung. Offenbar war er verschmutzt. Schritt für Schritt zerlegten wir die Kamera und arbeiteten uns zum Objektiv vor. Kurz vor dem Ziel mussten wir aber einsehen, dass die Reparatur für uns zu filigran und das Risiko, den Apparat dabei zu zerstören zu groß war. Wir bauten das Teil wieder zusammen und die Besitzerin wird mit dem Makel leben müssen."
anstiftung_458,anstiftung,DEU,Watch/clock,Unknown,Armbanduhr,????,Fixed,3389,2016-09-08,"wir geholfen, das Armband zu wechseln. Da das neue Armband einen silbernen Verschluss hatte und die Uhr eher golden war, wechselten wir auch noch den Verschluss - keine große Sache."
anstiftung_459,anstiftung,DEU,Vacuum,Unknown,Staubsauger,????,Fixed,3389,2016-09-08,"Drehte sich kein Rad mehr - es waren die Kohlebürsten abgenutzt. Der Besitzer hatte Austauschkohlen mit, aber diese passten nicht ganz. Wir schliffen sie auf das richtige Maß zurecht und bauten sie ein. Der Staubsauger lief wieder, aber die neuen Kohlen müssen erst einmal einlaufen. Der Besucher wird das Gerät zu Hause langsam an die neuen teile gewöhnen."
anstiftung_460,anstiftung,DEU,"Power tool",Unknown,Stichsäge,????,"End of life",3389,2016-09-10,"Sie drehte sich nicht mehr und zeigte starke Funkenbildung im Motor. Wir nahmen an, dass die Kohlebürsten zu Ende waren. Nach dem Zerlegen sahen wir, dass die Kohlen aber noch gut waren. Beim Prüfen des Rotors stellten wir einen Windungsschluss fest, der leider nicht zu reparieren ist."
anstiftung_461,anstiftung,DEU,"DLSR / Video Camera",Unknown,Videorekorder,????,"End of life",3389,2016-09-10,"Es steckte eine Kassette fest, die wir versuchten, herauszuholen. Nachdem wir sie draußen hatten, konnten wir sehen, dass das Gerät schon sehr verschlissen war und rieten der Besitzerin, sich lieber nach einem anderen Gebrauchtgerät umzusehen."
anstiftung_462,anstiftung,DEU,"Flat screen",Unknown,TFT-Monitor,????,Unknown,3389,2016-09-10,"funktionierte nicht mehr und bei der Fehlersuche stellten wir ein Problem im Netzteil fest. Dort konnte man Brandspuren sehen. Leider war der Fehler nicht zu finden und das Gerät konnte nicht repariert werden."
anstiftung_463,anstiftung,DEU,Toaster,Unknown,Toaster,????,"End of life",5073,2016-09-15,"Beim letzten Toasten hatte er innen geblitzt und heizte nun nicht mehr. Wie erwartet konnten wir nach der aufwändigen Demontage feststellen, dass der Heizdraht durchgebrannt war. Leider war das nicht zu reparieren."
anstiftung_464,anstiftung,DEU,Tablet,Unknown,Tablet-Computer,????,Repairable,5073,2016-09-15,"Es funktionierte die USB-Buchse nicht mehr, nachdem offenbar der Stecker mehrmals verkehrt herum hineingerammt wurde. Wir zerlegten das Gerät und bereiteten einen Austausch vor. Wenn beim nächsten Mal das Ersatzteil mitgebracht wird, können wir das hoffentlich reparieren."
anstiftung_465,anstiftung,DEU,Laptop,Unknown,Laptop,????,Repairable,5073,2016-09-25,"Dessen Lüfter machte Geräusche,.Das Lager war ausgeschlagen. Wenn beim nächsten Mal ein Ersatzteil da ist, können wir das Gerät noch ein bisschen reinigen und fertigstellen."
anstiftung_466,anstiftung,DEU,Headphones,Unknown,Kopfhörer,????,Fixed,5073,2016-09-25,"Er funktionierte auf einer Seite nicht mehr.Wir haben nach dem Zerlegen einen Kabelbruch festgestellt und ihn durch neu Anlöten wieder behoben. Nun erfreut das Gerät seinen Besitzer wieder mit Stereoklang."
anstiftung_467,anstiftung,DEU,Toaster,Unknown,Toaster,????,Repairable,5073,2016-09-26,"Die Festhaltung funktionierte nicht mehr.Wir fanden einen geplatzten Elektrolytkondensator. Diesen konnten wir auswechseln, aber ein Transistor wurde scheinbar auch in Mitleidenschaft gezogen und für den hatten wir keinen Ersatz dabei. Falls die Besucherin beim nächsten Mal mit dem Ersatzteil wiederkommt, können wir das Gerät reparieren."
anstiftung_468,anstiftung,DEU,Vacuum,Unknown,Staubsauger,????,Fixed,5073,2016-09-26,"Er funktionierte nicht mehr, d. h. beim ersten Einschalten zuckte er nur kurz, als wolle er anlaufen, blieb dann aber stehen. Nachdem wir ihn auseinandergenommen hatten, prüften wir den Durchgang vom Stecker bis zum Motor und stellten eine Unterbrechung in der Netzzuleitung fest. Bei genauerer Betrachtung des Steckers konnte man Rußspuren erkennen - der Stecker war defekt. Wir bauten das Gerät wieder zusammen und wechselten den Stecker."
anstiftung_469,anstiftung,DEU,Mobile,Unknown,Smartphone,????,Repairable,5073,2016-10-06,"Es war der Einschalter defekt. Dem Besitzer war es wichtig, wenigstens seine Daten zu retten, falls es nicht zu reparieren ist. Nach dem Öffnen des Gerätes sahen wir, dass der Schalter sich von der Leiterplatte gelöst hatte und leider keine Möglichkeit mehr bestand, ihn wieder anzubringen, da das Lötpad auf der Leiterplatte abgerissen war. Wir rieten ihm, einen Spezialisten aufzusuchen, der unter einem Mikroskop versuchen könnte, den Anschluss (zumindest für die Datenrettung) wiederherzustellen."
anstiftung_470,anstiftung,DEU,"Small kitchen item",Unknown,Standmixer,????,Repairable,5073,2016-10-06,"Es funktionierte gar nichts mehr. Auf keiner der eingestellten Stufen bewegte sich etwas. Wir bauten den Mixer auseinander und stellten einen defekten Drehschalter fest."
anstiftung_471,anstiftung,DEU,"Flat screen",Unknown,Flachbildfernseher,????,Repairable,5073,2016-10-06,"Er funktionierte nur noch unzuverlässig. Er wurde schon einmal von Profis untersucht, die zwei Elektrolytkondensatoren ausgewechselt hatten. Nach ein paar Monaten fing das Problem aber wieder an. Wir zerlegten den Fernseher und erstellten eine Liste mit allen auszuwechselnden Elkos. Auch die neuen Elkos flogen mit raus, denn sie waren von minderer Qualität. Wenn der Besitzer mit den Bauteilen wiederkommt, können wir das Gerät gemeinsam reparieren."
anstiftung_472,anstiftung,DEU,Toaster,Unknown,Toaster,????,Fixed,5073,2016-10-06,"Er war herunter gefallen und seit dem warf er die Scheiben immer sofort wieder aus.Die Elektronik war OK.Wir bemerkten, dass sich die Mechanik verbogen hatte. Nachdem wir das begradigt hatten, funktionierte der Toaster wieder."
anstiftung_473,anstiftung,DEU,Toaster,Unknown,Sandwichtoaster,????,Fixed,5073,2016-10-06,"Er hatte seinen Dienst eingestellt.Eine Thermosicherung war durchgebrannt. Nachdem der Besitzer ein Ersatzteil besorgt und wir es gemeinsam eingebaut hatten, konnten wir dem Gerät wieder richtig einheizen."
anstiftung_474,anstiftung,DEU,"Small kitchen item",Unknown,Küchenmaschine,????,Repairable,3389,2016-10-13,"zeigte keinerlei Regung mehr. Nachdem wir dahinter gekommen waren, wie das Gerät zu öffnen ist, verfolgten wir den Weg der Spannungsversorgung. Die vermuteten Kontaktprobleme gab es nicht, stattdessen waren die Windungsdrähte einer Drosselspule durchgebrannt und ein nachfolgendes elektronisches Bauteil war auch hinüber. Die Spule konnten wir wieder anschließen, aber für das Bauteil hatten wir keinen Ersatz dabei. Wenn der Besitzer beim nächsten Mal mit einem Ersatzteil wiederkommt, können wir versuchen, das"
anstiftung_476,anstiftung,DEU,"Flat screen",Unknown,Fernseher,????,Fixed,3389,2016-10-13,"Forsetzung vom letzten Mal (Dresden, Dürerstr.):zusammen mit neuen Elektrolytkondensatoren war er wieder da und wir tauschten sie alle aus. Danach funktionierte das Gerät wieder tadellos."
anstiftung_477,anstiftung,DEU,Kettle,Unknown,Wasserkocher,????,Fixed,3389,2016-10-13,"Es war der Deckelhebemechanismus ausgehangen, wodurch sich der Deckel nicht mehr schloss und das Gerät nicht abschaltete. Wir hängten den Mechanismus wieder ein und nun klappt der Deckel wieder schön auf und zu."
anstiftung_478,anstiftung,DEU,"TV and gaming-related accessories",Unknown,VHS-DVD-Kombigerät,????,Fixed,5073,2016-10-20,"Er wurde im Betrieb immer sehr heiß, sodass das Gerät nach ein paar Minuten ausging.Wir fanden einen kaputten von zwei parallel geschalteten Festspannungsreglern. Der Besitzer wird ihn zu Hause wechseln, dann wird er wieder funktionieren."
anstiftung_479,anstiftung,DEU,Toy,Unknown,Puppenhaus,????,Fixed,5073,2016-10-20,"Es wurde zur „Durchsicht“ gebracht, um zu schauen, was alles da ist und was davon funktioniert. Wir haben die Lichtschalter und Lampen getestet und es war alles in Ordnung. Die Besitzerin möchte das dann bei Gelegenheit wohl selbst „renovieren“."
anstiftung_480,anstiftung,DEU,"Flat screen",Unknown,Flachbildfernseher,????,Fixed,5073,2016-10-20,"Das Stand-By-Netzteil ging zwar an, jedoch nicht besonders lange, dann schaltete der Fernseher komplett ab und ließ sich nicht wieder über die Fernbedienung starten.Wir haben die Schaltung kontrolliert und mit einem Referenzschaltplan verglichen. Dabei fanden wir einen falsch dimensionierten Kondensator (2,2µF statt 22µF), der bei einer früheren Reparatur in der „Fachwerkstatt“ wohl falsch eingebaut worden ist. Wir löteten den richtigen Elko ein und der Fernseher lief wieder."
anstiftung_481,anstiftung,DEU,"Portable radio",RFT,Kofferradio,????,Fixed,5073,2016-10-20,"Es funktionierte nicht mehr. Wir verfolgten den Weg der Stromversorgung und untersuchten auf die gängigsten Defekte wie z.B. Kontaktprobleme oder Kabelbrüche. Letztendlich fanden eine defekte Primärwicklung des Netztrafos.Mangels Originalteil schlossen wir (in Absprache mit dem Gast) ein externes Netzteil an das Radio an. Wir fanden in der „Netzteil-Kiste“ hier im Rosenwerk ein passendes Steckernetzteil."
anstiftung_482,anstiftung,DEU,Printer/scanner,Unknown,Tintenstrahldrucker,????,"End of life",5073,2016-10-25,"Er druckte nicht mehr. Letztendlich haben wir einen defekten Druckkopf festgestellt. Ob die Reparatur lohnt, ist fraglich."
anstiftung_483,anstiftung,DEU,"Hair & Beauty item",Unknown,"elektrischer Rasierer",????,Repairable,5073,2016-10-25,"Er verweigerte den Dienst. Bei der Untersuchung konnten wir feststellen, dass einer von drei Scherköpfen blockiert war. Wenn der Besitzer ein entsprechendes Ersatzteil beschafft, können wir das Gerät beim nächsten Mal reparieren."
anstiftung_484,anstiftung,DEU,Toy,Unknown,Furby,????,Repairable,5073,2016-10-25,"Es bewegte sich kein Teil mehr. Wir fanden einen defekten Motor und werden ihn bei einem der nächsten Termine wechseln, wenn ein Ersatzteil mitgebracht wird."
