id_ords,data_provider,country,fault_type_id,fault_type,product_category,brand,repair_status,year_of_manufacture,event_date,language,problem
anstiftung_1271,anstiftung,DEU,9,Paper feed,Printer/scanner,Unknown,Repairable,????,2018-10-20,de,Papiereinzug defekt
anstiftung_1541,anstiftung,DEU,9,Paper feed,Printer/scanner,Panasonic,Unknown,????,2018-10-11,de,"Papiereinzug klappt nicht.Gerät heruntergefallen, Teil gebrochen."
anstiftung_1751,anstiftung,DEU,9,Paper feed,Printer/scanner,Samsung,Repairable,????,2019-04-23,de,"Der mitgebrachte Drucker stand eine ganze Weile im Keller. Nach anfänglichen Startschwierigkeiten beim Hochfahren des Druckers schafften wir es, dass er doch noch eine Testseite ausdruckte. Aber den unzuverlässigen Papiereinzug - den eigentlichen Fehler - konnten wir nicht beheben. Die Gummirolle vom Papiereinzug war abgenutzt und muss ersetzt werden."
anstiftung_2077,anstiftung,DEU,9,Paper feed,Printer/scanner,Canon,Unknown,????,2018-10-23,de,Zieht Papier nicht ein. Fehler der Ansteuerung nicht gefunden
anstiftung_2180,anstiftung,DEU,9,Paper feed,Printer/scanner,Canon,Repairable,????,2018-09-25,de,"Der Tischkopierer wollte kein Papier mehr einziehen. Hier haben wir einen Blattmitnehmer als Ursache festgestellt, den der Besucher neu besorgen will."
anstiftung_2321,anstiftung,DEU,9,Paper feed,Printer/scanner,HP,Unknown,????,2017-06-01,de,"Er zog das Papier aufgrund einer fehlenden Einzugswalze nicht mehr richtig ein. Wo sich diese nun befindet, konnten wir nicht feststellen."
anstiftung_2464,anstiftung,DEU,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2016-09-01,de,"Er begnügte sich nicht mehr mit nur einem Blatt Papier pro Druckvorgang, er wollte mehr und die Error-LED leuchtete. Wir reinigten daher die Einzugsmechanik. Zuerst zog er das Papier schief ein und gab es nicht rechtzeitig wieder frei. Aber nach einigen Testläufen hatte sich der Ablauf wieder eingespielt und der Drucker funktioniert wieder."
anstiftung_2849,anstiftung,DEU,9,Paper feed,Printer/scanner,HP,Repairable,????,2018-01-25,de,"Er druckte lediglich eine Seite und signalisierte anschließend einen Papierstau. Bis auf eine fehlende Farbpatrone konnten wir allerdings keinerlei Fehler entdecken. Wir vermuten, dass die Patrone bei diesem Gerät benötigt wird, damit die Mechanik problemlos funktioniert. Der Gast will nun einen erneuten Druckversuch mit einer farbigen Patrone unternehmen und schauen, ob die Fehlermeldung danach noch auftritt."
anstiftung_3036,anstiftung,DEU,9,Paper feed,Printer/scanner,Brother,Fixed,????,2019-06-06,de,"Das Papier wurde nicht mehr richtig eingezogen und verklemmte im Papierschacht.Papiereinzugswalzen wurden schon einmal in Fachwerkstatt gereinigt, hatte aber keinen dauerhaften Erfolg. Wir reinigten sie abermals gründlich und rieten dazu hochwertigeres Papier zu verwenden."
anstiftung_3439,anstiftung,DEU,9,Paper feed,Printer/scanner,Epson,Unknown,????,2019-08-22,de,"Papierstau bei Einzug:Die Blockade wurde scheinbar durch eine Transportwalze verursacht, die auf einer Seite aus ihrer Arretierung gerutscht war und nun schief im Transportmechanismus hing. Die Reparatur scheiterte heute leider an der Zerlegung des Gerätes, das wenig reparaturfreundlich aufgebaut war. Beim nächsten Termin im Vereinshaus Anfang September, wenn unser Drucker-Experte wieder zugegen ist, werden wir hier jedoch weitermachen."
anstiftung_345,anstiftung,DEU,9,Paper feed,Printer/scanner,Lexmark,Fixed,2007,2018-11-07,de,Papiereinzug geht nicht mehrTransportgummiwalze gewendet und Feder eingesetzt
anstiftung_3961,anstiftung,DEU,9,Paper feed,Printer/scanner,Epson,Fixed,????,2019-09-05,de,"Fortsetzung der Reparatur von vor zwei Wochen (Gruna)am Multifunktionsdruckers mit defektem Papiertransportmechanismus.Heute, da unser Drucker-Spezialist wieder zugegen war, konnten wir hier jedoch einen neuen Anlauf wagen. Nach dem Auseinanderbauen zeigte sich, dass am Kunstsstoffteil des Wellenlagers eine Nase für die Fixierung abgebrochen und die Anpressfeder ins Gehäuse gefallen war. Mit etwas Geschick setzten wir das Wellenlager und die Feder neu ein und richteten so die Transportwalze wieder gerade aus."
anstiftung_4170,anstiftung,DEU,9,Paper feed,Printer/scanner,Fujitsu,Fixed,2007,2019-11-14,de,"es kam immer wieder zum Papierstau. Wir fanden heraus, dass sich der Gummi der Transportrollen in den letzten 12 Jahren aufgelöst hatte. Wir entfernten die bröseligen Reste und bauten neue Rollen aus Klebeband und Schrumpfschlauch nach. Der Funktionstest war erfolgreich, das Gerät ist wieder in Ordnung."
anstiftung_4272,anstiftung,DEU,9,Paper feed,Printer/scanner,Epson,Repairable,????,2019-11-28,de,"Im Papiereinzug war im Betrieb zuvor mal ein Radiergummi hineingefallen und hatte für einen Papierstau gesorgt. Nach Beseitigung der Blockade bestanden aber weiterhin Probleme beim Einziehen der Seiten. Wie zerlegten das Gerät und inspizierten die Transportwalzen. Dann überprüften und reinigten wir alle Schalter und Lichtschranken, die für die Einzugserkennung zuständig waren. Eine konkrete Fehlerursache entdeckten wir dabei allerdings nicht. Die Dame möchte mit dem Gerät eventuell zu einem späteren Termin nochmal wiederkommen, wenn unser Druckerspezialist wieder mit dabei ist. Vielleicht hat der ja noch eine Idee."
anstiftung_4583,anstiftung,DEU,9,Paper feed,Printer/scanner,Canon,Unknown,????,2020-01-16,de,Das erste Gerät stellte Canon Drucker vom Typ „Pixma IP4200“ dar. Aufgrund eines mechanischen Defekts zog er kein Papier mehr ein. Um die Mechanik ggf. zu tauschen wurde der Besucher an einen örtlichen Elektroschrottverwerter verwiesen um dort nach einem „Organspender“ zu schauen.
anstiftung_5016,anstiftung,DEU,9,Paper feed,Printer/scanner,HP,Fixed,2019,2020-02-19,de,"An dem Drucker wolte der Papiereinzug nicht so recht. Die Vermutung eines Fremdkörpers hatte sich nach der gemeinsamen Demontage bestätigt. Es war aber kein Zahnstocher, wie von der Besitzerin vermutet, sondern unbekannte Plasteteilchen. Wir reinigten alles und der Drucker konnte geheilt entlassen werden."
anstiftung_5119,anstiftung,DEU,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2020-03-07,de,"Drucker druckt nicht, läuft an, aber zieht die Blätter nicht ein"
anstiftung_5126,anstiftung,DEU,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2020-03-07,de,Papierandruckwalze defekt
anstiftung_5314,anstiftung,DEU,9,Paper feed,Printer/scanner,HP,Fixed,2009,2020-05-28,de,Fehler: Papierstau und Quitschen beim DruckenEinzugsrollen getauscht
anstiftung_5531,anstiftung,DEU,9,Paper feed,Printer/scanner,Samsung,Fixed,2015,2020-08-25,de,"Er hatte Probleme dabei, Papier einzuziehen und zeigte den Fehler „#A3-6110“ an. Wir untersuchten das Gerät und fanden die Ursache in rutschenden Magnetkupplungen. Als diese und auch die Papiereinzugsrollen gereinigt waren, ging der Drucker wieder zuverlässig."
rcint_10682,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,End of life,2011,2018-10-26,nl,pakt geen papier
rcint_10927,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,2010,2018-11-03,nl,papier transport storing
rcint_11515,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,End of life,????,2018-11-16,fr,papier transport
rcint_12241,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,End of life,2013,2018-12-01,nl,papierinvoer stagneert
rcint_12445,Repair Café International,NLD,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2018-12-07,nl,Papiertransport werkt niet
rcint_12487,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,2013,2018-12-08,nl,papier vastgelopen
rcint_12597,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,End of life,2010,2018-12-14,nl,Papierinvoer stroef
rcint_12745,Repair Café International,NLD,9,Paper feed,Printer/scanner,Samsung,Fixed,2009,2018-12-29,nl,voert papier slecht door en rook
rcint_14296,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Fixed,????,2019-02-02,nl,"Kopieerfunctie werkt niet meer, papier blokkeert"
rcint_14400,Repair Café International,NLD,9,Paper feed,Printer/scanner,Epson,End of life,2017,2019-02-04,nl,Printer geeft papier probleem aan
rcint_14416,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,End of life,2014,2019-02-04,de,Papier kreukt
rcint_15068,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,????,2019-03-01,nl,Pakt printerpapier niet
rcint_15477,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Fixed,2016,2019-03-09,nl,pakt papier niet
rcint_15766,Repair Café International,NLD,9,Paper feed,Printer/scanner,Dell,End of life,2014,2019-03-15,nl,Papier blokkeert
rcint_15876,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,End of life,2015,2019-03-22,nl,Papierdoorvoer
rcint_16117,Repair Café International,NLD,9,Paper feed,Printer/scanner,Brother,Fixed,2012,2019-03-28,nl,geeft aan dat er papier vast zit maar er lijkt niets in te zitten
rcint_16484,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Fixed,????,2019-04-06,nl,"print niet, pakt geen papier"
rcint_16777,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Fixed,????,2019-04-11,nl,neemt papier niet in
rcint_17634,Repair Café International,NLD,9,Paper feed,Printer/scanner,Samsung,Fixed,2017,2019-05-04,nl,geen papier doorvoer
rcint_17755,Repair Café International,NLD,9,Paper feed,Printer/scanner,Brother,Fixed,2013,2019-05-04,nl,papier werd niet meegenomen
rcint_19068,Repair Café International,NLD,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2019-06-08,nl,papier blijft vastzitten
rcint_19701,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,End of life,????,2019-07-06,nl,papierlade zit vast
rcint_21555,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,2013,2019-09-14,nl,hapert
rcint_23005,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,2016,2019-10-10,nl,papier loopt vast
rcint_23131,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,End of life,????,2019-10-12,nl,Pakt geen papier
rcint_23210,Repair Café International,NLD,9,Paper feed,Printer/scanner,Epson,End of life,2014,2019-10-12,nl,transporteerd papier scheef
rcint_23229,Repair Café International,FRA,9,Paper feed,Printer/scanner,Unknown,Repairable,????,2019-10-12,fr,Defaut cartouche? la suite d'un bourrage papier
rcint_24203,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,????,2019-11-02,nl,pakt papier niet
rcint_24333,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,End of life,2014,2019-11-02,nl,pakt het papier nier meer
rcint_24728,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,End of life,????,2019-11-09,nl,Trekt A4 krom
rcint_24772,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Repairable,2010,2019-11-09,nl,Papierdoorvoer doet het niet goed.
rcint_25909,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,End of life,????,2019-11-30,en,paperjam
rcint_26056,Repair Café International,FRA,9,Paper feed,Printer/scanner,Unknown,Fixed,2015,2019-11-30,fr,allimentation papier
rcint_26214,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Repairable,2005,2019-12-07,nl,"kliedert, en neemt meer bladen tegelijk"
rcint_26239,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Fixed,????,2019-12-07,nl,cassettte zit vast
rcint_26410,Repair Café International,NLD,9,Paper feed,Printer/scanner,Samsung,Fixed,2012,2019-12-07,nl,papier vastgelopen bij fixeerrol
rcint_26471,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,2000,2019-12-07,nl,papierinvoer
rcint_26664,Repair Café International,GBR,9,Paper feed,Printer/scanner,Canon,End of life,????,2019-12-07,en,fails to pick up paper
rcint_26728,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,2018,2019-12-13,nl,Papier jam
rcint_26954,Repair Café International,DEU,9,Paper feed,Printer/scanner,HP,End of life,????,2019-12-14,de,Zieht Papier nicht ein
rcint_27201,Repair Café International,FRA,9,Paper feed,Printer/scanner,Canon,Fixed,????,2019-12-28,fr,Le papier se coince
rcint_27327,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Fixed,????,2020-01-04,nl,papier vast gelopen
rcint_27330,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,2018,2020-01-04,nl,papier gaat niet door
rcint_27823,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,????,2020-01-11,nl,papierdoorvoer functioneert niet.
rcint_28114,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Fixed,????,2020-01-18,nl,trekt papier niet door
rcint_28409,Repair Café International,NLD,9,Paper feed,Printer/scanner,Samsung,End of life,????,2020-01-25,nl,papier-feeder werkt niet altijd
rcint_28930,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Fixed,????,2020-02-01,nl,lade gaat niet dicht en het apparaat pakt geen papier
rcint_29109,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,End of life,2016,2020-02-01,nl,Voert geen papier door
rcint_29116,Repair Café International,NLD,9,Paper feed,Printer/scanner,Samsung,Repairable,2005,2020-02-01,nl,Papierinvoer kapot
rcint_29138,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Repairable,????,2020-02-01,nl,Papierdoorvoer hapert
rcint_30158,Repair Café International,GBR,9,Paper feed,Printer/scanner,Epson,Fixed,????,2020-02-15,en,Not picking up paper
rcint_30436,Repair Café International,NLD,9,Paper feed,Printer/scanner,Epson,Fixed,????,2020-02-17,nl,pakt het papier niet
rcint_30511,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,????,2020-02-24,nl,trekt papier scheef
rcint_30830,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,End of life,????,2020-02-29,nl,pakt papier niet meer
rcint_31046,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,2014,2020-03-07,nl,papiertoevoer stagneert
rcint_32200,Repair Café International,CAN,9,Paper feed,Printer/scanner,HP,Unknown,2015,2020-09-26,en,Bottom paper tray feeder not working (not feeding any paper). Also top scanner feeder inconsistently feeding paper and/or jamming a lot.
rcint_37,Repair Café International,FRA,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2016-05-21,fr,Les feuilles ne sont plus entrainées
rcint_5117,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,2013,2018-02-10,nl,iets met de transportwieltje
rcint_5706,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Fixed,????,2018-03-10,fr,papier
rcint_7689,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,End of life,2012,2018-06-07,nl,blokkade of papier vast
rcint_7815,Repair Café International,NLD,9,Paper feed,Printer/scanner,HP,Fixed,2003,2018-06-15,nl,Geen papiertransport
rcint_7836,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,Fixed,2013,2018-06-16,nl,Sensor defect of papier in de weg
rcint_8507,Repair Café International,GBR,9,Paper feed,Printer/scanner,Unknown,End of life,????,2018-07-28,en,"Paper stuck, clicking noise"
rcint_9255,Repair Café International,NLD,9,Paper feed,Printer/scanner,Epson,Fixed,2010,2018-09-07,nl,papierinvoer doet het niet meer
rcint_966,Repair Café International,NLD,9,Paper feed,Printer/scanner,Canon,End of life,2012,2017-05-06,nl,Papierrol defect
rcwales_19,Repair Cafe Wales,GBR,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2017-04-01,en,Printer is not feeding paper through or printing
rcwales_2485,Repair Cafe Wales,GBR,9,Paper feed,Printer/scanner,HP,End of life,????,2019-10-01,en,printer Not picking up paper
rcwales_2812,Repair Cafe Wales,GBR,9,Paper feed,Printer/scanner,Canon,Repairable,????,2019-07-01,en,printer paper not loading
rcwales_2931,Repair Cafe Wales,GBR,9,Paper feed,Printer/scanner,HP Deskjet,Fixed,????,2019-10-01,en,Ink-jet printer Paper feed defective
rcwales_3960,Repair Cafe Wales,GBR,9,Paper feed,Printer/scanner,HP,End of life,????,2020-01-01,en,Printer Not picking up paper
rcwales_4058,Repair Cafe Wales,GBR,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2020-01-01,en,printer paper jamming
rcwales_4184,Repair Cafe Wales,GBR,9,Paper feed,Printer/scanner,Canon,Repairable,????,2020-03-01,en,printer paper loading problem & jam
rcwales_4425,Repair Cafe Wales,GBR,9,Paper feed,Printer/scanner,Unknown,Unknown,????,2020-01-01,en,printer not loading paper
rcwales_513,Repair Cafe Wales,GBR,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2018-04-01,en,"Laser printer When it starts printing, the paper feeds incorrectly and it gets stuck"
restart_10157,The Restart Project,GBR,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2018-11-10,en,problem with rollers
restart_11123,The Restart Project,BEL,9,Paper feed,Printer/scanner,Canon,Fixed,2014,2019-01-26,en,paper pick-up : cleaned & degrease rollers
restart_11166,The Restart Project,GBR,9,Paper feed,Printer/scanner,HP,Repairable,????,2019-01-27,en,Apparent paper jam.  Faulty sensor.
restart_11371,The Restart Project,BEL,9,Paper feed,Printer/scanner,Canon,Fixed,????,2019-02-09,nl,papier blijft vastzitten
restart_11714,The Restart Project,BEL,9,Paper feed,Printer/scanner,Canon,Fixed,2017,2019-02-22,bn,paiper feeder
restart_13023,The Restart Project,GBR,9,Paper feed,Printer/scanner,Epson,Repairable,2017,2019-05-11,en,Showing paper jam fault
restart_13234,The Restart Project,GBR,9,Paper feed,Printer/scanner,HP,End of life,????,2019-05-18,en,Not picking up paper.
restart_13588,The Restart Project,GBR,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2019-06-01,en,Paper not feeding.
restart_13690,The Restart Project,GBR,9,Paper feed,Printer/scanner,Canon,End of life,2016,2019-06-08,en,Paper not feeding.  Part is broken internally
restart_14598,The Restart Project,GBR,9,Paper feed,Printer/scanner,Epson,Repairable,2007,2019-09-08,en,Paper tray spring attachment broken - will not feed paper
restart_1520,The Restart Project,GBR,9,Paper feed,Printer/scanner,HP,Fixed,????,2015-07-11,en,Paper feed problem. Found a work-around
restart_15225,The Restart Project,GBR,9,Paper feed,Printer/scanner,Canon,Repairable,2014,2019-10-19,en,not feeding paper
restart_15396,The Restart Project,NOR,9,Paper feed,Printer/scanner,Canon,Fixed,2014,2019-10-21,en,Photo paper gets stuck when printing
restart_15612,The Restart Project,GBR,9,Paper feed,Printer/scanner,Epson,Fixed,2017,2019-11-02,en,Paper jam cleared. Paper seemed damp advised to keep in warm conditions
restart_16029,The Restart Project,ITA,9,Paper feed,Printer/scanner,HP,Fixed,2009,2019-11-24,en,doesn't load paper
restart_1731,The Restart Project,GBR,9,Paper feed,Printer/scanner,HP,Fixed,????,2015-09-26,en,Mononllaser printer. Paperjams. Adjusted loose spring on feeder wheel Probably fixed but needs testing and no driver available.
restart_17780,The Restart Project,BEL,9,Paper feed,Printer/scanner,HP,Fixed,????,2020-09-19,fr,Ne prenait plus les feuilles. Une pièce de monnaie coincait le chargeur papier.
restart_17834,The Restart Project,BEL,9,Paper feed,Printer/scanner,HP,Fixed,2016,2020-09-26,nl,papierinname geblokkeerd
restart_2095,The Restart Project,GBR,9,Paper feed,Printer/scanner,Canon,Fixed,????,2016-01-11,en,Paper jam
restart_2228,The Restart Project,GBR,9,Paper feed,Printer/scanner,Canon,End of life,????,2016-02-10,en,Paper not loading - unrepairable part
restart_2494,The Restart Project,GBR,9,Paper feed,Printer/scanner,Canon,Repairable,????,2016-04-09,en,"won't feed, advice given"
restart_283,The Restart Project,GBR,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2013-12-07,en,Printer - Paper jam error -
restart_2869,The Restart Project,GBR,9,Paper feed,Printer/scanner,Unknown,Repairable,????,2016-06-11,en,"Laser printer, chews up paper. Needs testing, no cable."
restart_2875,The Restart Project,GBR,9,Paper feed,Printer/scanner,Unknown,Repairable,????,2016-06-11,en,Won't feed. Ink needed.
restart_2880,The Restart Project,GBR,9,Paper feed,Printer/scanner,Unknown,Repairable,????,2016-06-11,en,Not taking the paper Needs more time.
restart_3278,The Restart Project,GBR,9,Paper feed,Printer/scanner,Samsung,Repairable,????,2016-09-17,en,Laser printer not pulling paper through. Needs to try it at home.
restart_3895,The Restart Project,GBR,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2016-11-26,en,Paper jam
restart_4143,The Restart Project,GBR,9,Paper feed,Printer/scanner,Canon,Repairable,????,2017-01-28,en,Roller for paper doesn't work
restart_4701,The Restart Project,GBR,9,Paper feed,Printer/scanner,HP,Fixed,????,2017-04-01,en,Epic paper jam.
restart_496,The Restart Project,GBR,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2014-03-08,en,Photocopier - paper jam -
restart_5355,The Restart Project,GBR,9,Paper feed,Printer/scanner,HP,Repairable,????,2017-06-17,en,new roller needed. advice given on sourcing.
restart_6033,The Restart Project,GBR,9,Paper feed,Printer/scanner,Epson,Fixed,????,2017-09-23,en,Not loading paper. Spring had come out and was replaced
restart_6282,The Restart Project,ESP,9,Paper feed,Printer/scanner,Brother,End of life,????,2017-10-21,en,It won't get the sheets of paper.
restart_6403,The Restart Project,GBR,9,Paper feed,Printer/scanner,Samsung,End of life,????,2017-10-28,en,paper jams. It won't feed
restart_6745,The Restart Project,GBR,9,Paper feed,Printer/scanner,HP,Repairable,????,2017-11-29,en,paper not feeding properly. More time and tools needed
restart_729,The Restart Project,GBR,9,Paper feed,Printer/scanner,Unknown,Fixed,????,2014-06-28,en,"Feeds two sheets of paper, cleaned it out."
restart_7684,The Restart Project,ITA,9,Paper feed,Printer/scanner,Unknown,End of life,2013,2018-04-07,en,2 InkJet printers with problems in loading paper. Tried cleaning cylinders but still not working
restart_7888,The Restart Project,GBR,9,Paper feed,Printer/scanner,canon,Repairable,2011,2018-04-21,en,paper jam. 
restart_8771,The Restart Project,GBR,9,Paper feed,Printer/scanner,HP,Fixed,2011,2018-07-08,en,Paper feed / ink spray
anstiftung_1177,anstiftung,DEU,10,Paper output,Printer/scanner,Brother,Fixed,????,2019-01-24,de,"In kaum einer Minute geklärt hatte sich das Problem eines Brother „HL2035“ Laserdruckers, an dem die rote Fehler-LED leuchtete und mit dem kein Druck mehr möglich war. Nachdem wir die rückseitige Wartungsklappe geöffnet hatten, offenbarte sich uns auch gleich die Ursache: Papierstau - ein Blatt war zwischen den Walzen stecken geblieben und musste nur entfernt werden, damit alles wieder lief."
anstiftung_2820,anstiftung,DEU,10,Paper output,Printer/scanner,HP,Fixed,????,2018-07-19,de,"„Papierstau“ meldete der HP „Laserjet M1005 MFP“ Drucker einer bekümmerten Dame. Wir schraubten den Drucker auseinander und stellten fest: stimmt! Verstautes Papier hinaus, neues Papier an der - wohlbemerkt - richtigen Stelle hinein, und die Tintengeister erwachten zu neuem Leben."
anstiftung_5570,anstiftung,DEU,10,Paper output,Printer/scanner,Brother,Fixed,2015,2020-09-10,de,"Er verursachte immer wieder Papierstau. Deshalb war er schon in einer Fachwerkstatt vorgestellt worden, die ein defektes Zahnrad diagnostizierte und einen Reparaturpreis von 300 € (!) aufrief. Das ist teurer als ein Neugerät und nicht sinnvoll. Die Besitzerin fragte uns nach einer Zweitmeinung und wir konnten keinen Fehler finden. Wir reinigten das Gerät und es druckte einwandfrei. Möglicherweise gab es eine Blockade, die sich durch den Transport wieder gelöst hat."
rcint_11419,Repair Café International,NLD,10,Paper output,Printer/scanner,Brother,Fixed,2016,2018-11-15,nl,papier loopt vast
rcint_12872,Repair Café International,NLD,10,Paper output,Printer/scanner,HP,End of life,????,2019-01-05,nl,papierstoring
rcint_13297,Repair Café International,NLD,10,Paper output,Printer/scanner,Canon,End of life,????,2019-01-12,nl,Papier blijft hangen
rcint_14445,Repair Café International,NLD,10,Paper output,Printer/scanner,HP,End of life,2014,2019-02-08,nl,Papier blijft steken
rcint_16198,Repair Café International,NLD,10,Paper output,Printer/scanner,Canon,Repairable,2017,2019-03-30,nl,Papier loopt vast
rcint_18544,Repair Café International,NLD,10,Paper output,Printer/scanner,HP,Fixed,2015,2019-05-25,nl,Vastgelopen en onderdeeltje afgebroken
rcint_21439,Repair Café International,NLD,10,Paper output,Printer/scanner,Canon,End of life,????,2019-09-13,nl,papier wordt scheef door machine getrokken
rcint_2191,Repair Café International,NLD,10,Paper output,Printer/scanner,Brother,End of life,????,2017-09-09,nl,papierstoring
rcint_26551,Repair Café International,NLD,10,Paper output,Printer/scanner,HP,End of life,????,2019-12-07,nl,komt geen papier uit
rcint_27094,Repair Café International,NLD,10,Paper output,Printer/scanner,Epson,Fixed,????,2019-12-21,nl,Papier vast.
rcint_27852,Repair Café International,DEU,10,Paper output,Printer/scanner,Canon,Repairable,????,2020-01-11,de,Es kommt kein Papier raus
rcint_29701,Repair Café International,NLD,10,Paper output,Printer/scanner,Samsung,Fixed,????,2020-02-12,nl,papierdoorvooer slecht
rcint_30877,Repair Café International,CAN,10,Paper output,Printer/scanner,Unknown,End of life,2000,2020-02-29,en,jammed
rcint_31270,Repair Café International,NLD,10,Paper output,Printer/scanner,Unknown,End of life,1994,2020-03-07,nl,Papier rol versleten
rcint_4351,Repair Café International,NLD,10,Paper output,Printer/scanner,Canon,Fixed,????,2018-01-13,nl,papierresten in machine
rcint_7610,Repair Café International,NLD,10,Paper output,Printer/scanner,Canon,Fixed,2011,2018-06-02,en,Error code 6A81
rcint_7840,Repair Café International,NLD,10,Paper output,Printer/scanner,Canon,End of life,2014,2018-06-16,nl,Papierweg geblokkeerd
rcint_8205,Repair Café International,NLD,10,Paper output,Printer/scanner,Canon,End of life,2008,2018-07-07,nl,Zegt: Verwijder papier - Papierstroring
rcint_8241,Repair Café International,NLD,10,Paper output,Printer/scanner,HP,Repairable,2016,2018-07-07,nl,Papierstoring
rcwales_4123,Repair Cafe Wales,GBR,10,Paper output,Printer/scanner,Unknown,End of life,????,2020-02-01,en,printer jammed
restart_12511,The Restart Project,GBR,10,Paper output,Printer/scanner,Unknown,Repairable,????,2019-04-06,en,"roller came out, needs put back in. Not seen due to time"
restart_211,The Restart Project,GBR,10,Paper output,Printer/scanner,HP,Repairable,????,2013-11-10,en,Printer - Paper jam error - No time
restart_2518,The Restart Project,GBR,10,Paper output,Printer/scanner,Unknown,Fixed,????,2016-04-09,en,photocopier paper jam
restart_7172,The Restart Project,CAN,10,Paper output,Printer/scanner,Unknown,Fixed,????,2018-02-13,fr,Bourrage papier mÃªme quand pas de papier
restart_8003,The Restart Project,GBR,10,Paper output,Printer/scanner,Canon,Fixed,2015,2018-04-22,en,Jammed
restart_869,The Restart Project,GBR,10,Paper output,Printer/scanner,Unknown,Repairable,????,2014-09-09,en,Printer - Paper jamming - Needs more
anstiftung_2104,anstiftung,DEU,11,Power supply/connectors,Printer/scanner,Unknown,Repairable,????,2016-04-14,de,"Es regte sich nach dem Einschalten nichts. Wir demontierten das Netzteil, das servicefreundlich in einem Modul steckte, welches man aus dem Gerät ziehen konnte. Es lieferte nicht mehr alle benötigten Spannungen. Leider war dieses Modul vergossen, sodass es nur insgesamt gewechselt werden kann. Dann sollte der Drucker aber wieder funktionieren."
anstiftung_2270,anstiftung,DEU,11,Power supply/connectors,Printer/scanner,Unknown,Repairable,????,2017-09-07,de,"Funktionierte nicht mehr.Wir stellten fest, dass im internen Schaltnetzteil die Spannung einbricht. Wir vermuten defekte Elektrolytkondensatoren, für die nun Ersatz bestellt werden muss."
