id_ords,data_provider,country,fault_type_id,fault_type,product_category,brand,repair_status,year_of_manufacture,product_age,event_date,repair_barrier_if_end_of_life,problem
rcint_12531,Repair Café International,NLD,4,Button/switch,Vacuum,Miele,Fixed,,,2018-12-08,,Aan- en uitknop doet het niet. Schakelaar zat niet meer goed in constructie. 
rcint_12543,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,Fixed,,,2018-12-08,,Snoer rolt niet op. 
rcint_12548,Repair Café International,NLD,15,Power/battery,Vacuum,Miele,Fixed,,,2018-12-08,,doet het niet meer. Electra. 
rcint_12555,Repair Café International,FRA,15,Power/battery,Vacuum,Unknown,Repairable,,,2018-12-08,,Ne démarre pas. Défaut au niveau du chargeur / Batterie vide en permanence. La personne reviendra avec la batterie de remplacement. 
rcint_1256,Repair Café International,NLD,15,Power/battery,Vacuum,Black & Decker,Repairable,2000,17.0,2017-06-03,,onbekend. doet niets. accu stuk moet worden vervangen. 
rcint_12587,Repair Café International,NLD,25,Poor data,Vacuum,Dyson,Repairable,,,2018-12-13,,Wilt niet aan. Wilt niet aan. Onbekend. 
rcint_12593,Repair Café International,NLD,4,Button/switch,Vacuum,Pro Electric,Fixed,,,2018-12-14,,Schakelaar kapot. Schakelaar. Schakelaar doorverbonden. 
rcint_12594,Repair Café International,NLD,4,Button/switch,Vacuum,Philips,Fixed,2010,8.0,2018-12-14,,Minder zuigkracht. Pin van schakelaar afgebroken. Vermogen in hoogste stand gezet. Stofzuiger kon niet open. 
rcint_12599,Repair Café International,NLD,4,Button/switch,Vacuum,Philips,End of life,2015,3.0,2018-12-14,,Startknop kapot. Kapotte knop. 
rcint_12625,Repair Café International,NLD,13,Motor,Vacuum,Dyson,End of life,,,2018-12-21,,doet niets meer. anker motor kapot. 
rcint_12628,Repair Café International,NLD,26,Other,Vacuum,Wet & Dry,Fixed,,,2018-12-21,,Stof vliegt er aan de achterkant weer uit. opzuigtuitje verkeerd om gemonteerd. tuitje omgedraaid. 
rcint_12630,Repair Café International,NLD,25,Poor data,Vacuum,Black & Decker,Repairable,,,2018-12-21,,zuigt niet goed. niet te testen was niet opgeladen. Terugkomen als hij opgeladen is. 
rcint_12642,Repair Café International,NLD,5,Cable/cord,Vacuum,Electrolux,Fixed,1980,38.0,2018-12-22,,Kortsluiting in het snoer. Breuk in snoer. Haspel ge-by-passed. 
rcint_12714,Repair Café International,NLD,25,Poor data,Vacuum,Siemens,End of life,2000,18.0,2018-12-22,,Maakt veel herrie. Nee. 
rcint_12716,Repair Café International,NLD,25,Poor data,Vacuum,Miele,End of life,2000,18.0,2018-12-22,,Doet het niet meer. Nee. 
rcint_12725,Repair Café International,NLD,5,Cable/cord,Vacuum,Philips,Repairable,,,2018-12-28,,"Kabelbreuk. Uitbouw demo gegeven, kant gaat zelf nieuwe haspel monteren. "
rcint_12758,Repair Café International,NLD,9,Filter,Vacuum,Siemens,Fixed,2013,5.0,2018-12-29,,"onvoldoende zuigkracht. twee filters gereinigd, zaten dicht. "
rcint_1276,Repair Café International,NLD,25,Poor data,Vacuum,Miele,End of life,2010,7.0,2017-06-03,,werkt niet meer. 
rcint_12761,Repair Café International,NLD,5,Cable/cord,Vacuum,Philips,Fixed,,,2018-12-29,,kabelbreuk?. draadbreuk in haspel. 
rcint_12772,Repair Café International,NLD,14,Overheating,Vacuum,Philips,End of life,2013,5.0,2018-12-29,,brandlucht. 
rcint_12774,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,Fixed,,,2018-12-29,,zuigstand niet meer instelbaar. triac vervangen. 
rcint_12781,Repair Café International,NLD,4,Button/switch,Vacuum,Unknown,Fixed,,,2018-12-29,,knop blijft hangen. schoongemaakt. 
rcint_12862,Repair Café International,NLD,4,Button/switch,Vacuum,AEG,Fixed,,,2019-01-05,,werkt niet. schakelaar. schakelaar door verbonden. 
rcint_12874,Repair Café International,NLD,4,Button/switch,Vacuum,Bosch,Fixed,2016,3.0,2019-01-05,,start problemen. Schakelaar werkt niet. uit elkaar gehaald. 
rcint_1289,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,Fixed,,,2017-06-03,,"losse soldeer contact, toerentalregeling gerepareerd. vreemd geluid / valt terug in kracht. "
rcint_12925,Repair Café International,NLD,15,Power/battery,Vacuum,Unknown,Repairable,,,2019-01-05,,accu. accu moet vervangen worden. 
rcint_12968,Repair Café International,NLD,15,Power/battery,Vacuum,Turbo accu,Fixed,2016,3.0,2019-01-05,,zuigt niet goed. foute stroomadapter. 
rcint_12981,Repair Café International,NLD,5,Cable/cord,Vacuum,Bosch,Fixed,2010,9.0,2019-01-05,,"kabel onderbroken. kabel gerepareerd, nieuwe stekker. "
rcint_12998,Repair Café International,NLD,13,Motor,Vacuum,Dyson,Repairable,2000,19.0,2019-01-05,,doet het niet meer. koolborstels versleten. koolborstel kopen. 
rcint_13011,Repair Café International,NLD,15,Power/battery,Vacuum,Black & Decker,End of life,2011,8.0,2019-01-05,,doet niets - adapter kapot?. adapter stuk. 
rcint_13016,Repair Café International,NLD,13,Motor,Vacuum,Dyson,Repairable,,,2019-01-05,,koolborstels moeten vervangen worden?. moet nieuwe motor in. moet nieuwe motor in  / Komt terug. 
rcint_13019,Repair Café International,NLD,8,External damage,Vacuum,Philips,Fixed,2014,5.0,2019-01-05,,deksel sluit niet. deksel sluit niet  -  Bedieningsfout. Gecontroleerd. 
rcint_13046,Repair Café International,NLD,4,Button/switch,Vacuum,Unknown,End of life,,,2019-01-05,,Werkt alleen aan of uit + geen tussenstanden meer. knop vervangen --> geen resultaat. 
rcint_13065,Repair Café International,NLD,11,Internal damage,Vacuum,Bosch,End of life,,,2019-01-05,,Is stuk gevallen. Electronica defect; printplaat gebarsten. 
rcint_13096,Repair Café International,NLD,15,Power/battery,Vacuum,Sauber,End of life,2015,4.0,2019-01-05,,Laadt niet op. Accu overleden. 
rcint_13097,Repair Café International,NLD,5,Cable/cord,Vacuum,Philips,Fixed,2008,11.0,2019-01-05,,Snoer stofzuiger rolt zichzelf niet op. Mechaniek naar herstelpunt gebracht. Wel veel demontagewerk Philips. 
rcint_13111,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,Fixed,,,2019-01-05,,doet het niet. snoerbreuk. 
rcint_13113,Repair Café International,NLD,2,Blockage,Vacuum,Philips,Fixed,2003,16.0,2019-01-05,,hij zoog niet meer. ja. 
rcint_13120,Repair Café International,NLD,15,Power/battery,Vacuum,Raido,End of life,2016,3.0,2019-01-05,,defecte batterij. 
rcint_13133,Repair Café International,NLD,13,Motor,Vacuum,Dyson,End of life,2010,9.0,2019-01-05,,Zuigt niet. Motor doorgebrand. 
rcint_13142,Repair Café International,GBR,2,Blockage,Vacuum,Dyson,End of life,,,2019-01-05,,not sucking. Totally dead. 
rcint_13147,Repair Café International,GBR,25,Poor data,Vacuum,Hoover,Repairable,,,2019-01-05,,None. No fault found. 
rcint_13149,Repair Café International,GBR,5,Cable/cord,Vacuum,Unknown,Fixed,,,2019-01-05,,intermittent. Shortened cable to remove broken wires - re connected. 
rcint_13171,Repair Café International,GBR,25,Poor data,Vacuum,Unknown,End of life,,,2019-01-05,,Not working. 
rcint_13185,Repair Café International,NLD,5,Cable/cord,Vacuum,Tristar,Fixed,,,2019-01-10,,"snoer defect op haspel. snoer gerepareerd, nu zonder oprolmechanisme. "
rcint_1319,Repair Café International,NLD,25,Poor data,Vacuum,Unknown,Fixed,,,2017-06-03,,Onbekend. Doet het niet meer. Beveiliging gerepareerd. 
rcint_13199,Repair Café International,NLD,13,Motor,Vacuum,Siemens,End of life,,,2019-01-10,,koolborstel defect. 
rcint_1320,Repair Café International,NLD,5,Cable/cord,Vacuum,Philips,Repairable,2009,8.0,2017-06-03,,"Kabel kapot. Kabel kapot, sluit niet. Kabel kapot, niet meer leverbaar. Advies kabel verlengen katrol niet meer gebruiken. "
rcint_13211,Repair Café International,NLD,2,Blockage,Vacuum,Miele,Fixed,,,2019-01-10,,vuil?. schoongemaakt en gecontroleerd. 
rcint_13214,Repair Café International,NLD,2,Blockage,Vacuum,AEG,Fixed,2013,6.0,2019-01-11,,Onbekend. Slang verstopt. Verstopping verwijderd. 
rcint_13218,Repair Café International,NLD,13,Motor,Vacuum,Miele,End of life,2008,11.0,2019-01-11,,Werkt niet meer. Motor defect. 
rcint_13219,Repair Café International,NLD,15,Power/battery,Vacuum,Black & Decker,End of life,2013,6.0,2019-01-11,,Kapot. Accu defect. 
rcint_13222,Repair Café International,NLD,8,External damage,Vacuum,AEG,Fixed,2012,7.0,2019-01-11,,Klep sluit niet. Nokje. Onbekend. 
rcint_13226,Repair Café International,NLD,4,Button/switch,Vacuum,Philips,Fixed,2014,5.0,2019-01-11,,Startknop ontbreekt. Startknop. Na 3 weken terug hier gemonteerd voor knopmontage. 
rcint_13259,Repair Café International,NLD,13,Motor,Vacuum,Bosch,Fixed,,,2019-01-12,,maakt veellawaai. motor. motor gerepareerd. 
rcint_13302,Repair Café International,NLD,11,Internal damage,Vacuum,Black & Decker,Fixed,2005,14.0,2019-01-12,,Laad niet op. Draadbreuk. Draad gesoldeerd. 
rcint_13307,Repair Café International,NLD,13,Motor,Vacuum,Nilfisk,Repairable,1973,46.0,2019-01-12,,Stopte er mee. Koolborstels versleten. Koolborstel bestellen. 
rcint_13349,Repair Café International,NLD,9,Filter,Vacuum,Unknown,Fixed,,,2019-01-12,,"Hapert. Veel viezigheid en stof, ook rond schakelaar. Goed gereinigd en advies filters regelmatig te vervangen. "
rcint_13350,Repair Café International,NLD,13,Motor,Vacuum,Dyson,Fixed,,,2019-01-12,,Vonkt bij aan/uit knop. Versleten koolborstels waardoor anker beschadigd. Nieuwe motor besteld en geplaatst. 
rcint_13354,Repair Café International,NLD,4,Button/switch,Vacuum,Miele,Fixed,2003,16.0,2019-01-12,,Schakelaar kapot. 
rcint_13367,Repair Café International,NLD,13,Motor,Vacuum,Bosch,Fixed,,,2019-01-12,,Stofzuiger doet het niet meer. Stofzuiger kapot. Motor gemaakt. 
rcint_13368,Repair Café International,NLD,9,Filter,Vacuum,Miele,Fixed,2016,3.0,2019-01-12,,FILTER LOS. 
rcint_13393,Repair Café International,NLD,2,Blockage,Vacuum,Miele,Fixed,,,2019-01-12,,Doet het niet meer. Slang verstopt. 
rcint_13398,Repair Café International,NLD,25,Poor data,Vacuum,Unknown,End of life,,,2019-01-12,,Doet het niet. 
rcint_13414,Repair Café International,NLD,2,Blockage,Vacuum,Dyson,Fixed,2015,4.0,2019-01-17,,verstopping. zuigbuis verstopt. verstopping verholpen. 
rcint_13416,Repair Café International,NLD,15,Power/battery,Vacuum,Black & Decker,End of life,,,2019-01-17,,laadt niet op. 
rcint_13422,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,Fixed,,,2019-01-18,,Is er mee opgehouden. Draadbreuk in het snoer nabij oprolmechanisme. Snoer afgewikkeld tot aan de breuk. Klemmetjes opnieuw vastgesoldeerd. 
rcint_13425,Repair Café International,NLD,10,Hose/tube/pipe,Vacuum,Philips,Fixed,2013,6.0,2019-01-18,,Onbekend. Slang verstopt. Slang schoongemaakt. 
rcint_13434,Repair Café International,NLD,5,Cable/cord,Vacuum,Philips,Fixed,1979,40.0,2019-01-18,,HR6254. Aan-uit knop defect en kabelbreuk in stekker. Kabel ingekort. 
rcint_13442,Repair Café International,NLD,15,Power/battery,Vacuum,Electrolux,Repairable,,,2019-01-18,,af en toe doet hij het niet. accu defect. advies nieuwe accu kopen  mw komt terug. 
rcint_13452,Repair Café International,NLD,4,Button/switch,Vacuum,Miele,Fixed,,,2019-01-18,,schakelaar defect. schakelaarhuis  gescheurd. huis getaped. 
rcint_13456,Repair Café International,NLD,13,Motor,Vacuum,Miele,End of life,2009,10.0,2019-01-18,,Stopte halverwege. defecte motor. 
rcint_13468,Repair Café International,NLD,13,Motor,Vacuum,Quigg,Fixed,,,2019-01-19,,zuigt niet goed. Motor loopt aan. motor gesmeerd. 
rcint_13507,Repair Café International,NLD,15,Power/battery,Vacuum,Philips,Fixed,2005,14.0,2019-01-24,,handstofzuiger laadt niet op. laadtrafo defect. andere trafo. 
rcint_13532,Repair Café International,NLD,11,Internal damage,Vacuum,Rowenta,End of life,,,2019-01-25,,Kortsluiting geen oorzaak gevonden. geen. 
rcint_13551,Repair Café International,NLD,4,Button/switch,Vacuum,Germetic,End of life,2009,10.0,2019-01-26,,Schakelaar doet het niet goed + weinig zuigkracht. Aan schakelaar was geprutst (afgeknipt).  Geringe zuigkracht hoort bij het apparaat. 
rcint_13569,Repair Café International,NLD,13,Motor,Vacuum,Bosch,End of life,2010,9.0,2019-01-26,,Maakt lawaai. Motor is vastgelopen. 
rcint_13580,Repair Café International,NLD,5,Cable/cord,Vacuum,Tristar,Fixed,,,2019-01-26,,Probleem met oprollen snoer. Knopje voor het oprollen van het snoer weer op gang gebracht. 
rcint_13598,Repair Café International,NLD,13,Motor,Vacuum,Bosch,End of life,2016,3.0,2019-01-26,,Doet het niet meer. Motor is defect. 
rcint_13599,Repair Café International,NLD,5,Cable/cord,Vacuum,Unknown,Fixed,2000,19.0,2019-01-26,,Werkt niet. Draadbreuk. Stekker vervangen. 
rcint_13607,Repair Café International,NLD,13,Motor,Vacuum,Siemens,End of life,2014,5.0,2019-01-26,,Stroom werkt niet. Kapotte Motor. 
rcint_1361,Repair Café International,GBR,15,Power/battery,Vacuum,Unknown,End of life,,,2017-06-03,,suddenly stopped. 
rcint_13611,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,Fixed,2000,19.0,2019-01-26,,Doet niets meer. Breuk in snoer. Snoer gerepareerd. 
rcint_1363,Repair Café International,GBR,25,Poor data,Vacuum,Unknown,End of life,,,2017-06-03,,not working. 
rcint_13724,Repair Café International,NLD,5,Cable/cord,Vacuum,Electrolux,Fixed,,,2019-01-26,,start niet meer. draadbreuk. stekker vervangen. 
rcint_13766,Repair Café International,NLD,9,Filter,Vacuum,Unknown,Fixed,2010,9.0,2019-01-26,,Nieuwe filters naaien van schuim. Stikken van meegebracht materiaal (schuim). 
rcint_13778,Repair Café International,NLD,9,Filter,Vacuum,Philips,Fixed,,,2019-01-26,,Hapert. Filters vervuild. Filters schoongemaakt. 
rcint_13783,Repair Café International,NLD,5,Cable/cord,Vacuum,AEG,Fixed,2017,2.0,2019-01-26,,Werkt niet. Stekker defect. Stekker opnieuw aangesloten. 
rcint_13785,Repair Café International,NLD,11,Internal damage,Vacuum,Black & Decker,End of life,2000,19.0,2019-01-26,,Doet het niet. Gecorrodeerd van binnen. 
rcint_1379,Repair Café International,NLD,2,Blockage,Vacuum,Philips,Fixed,1997,20.0,2017-06-08,,verstopt. zuigt niet. 
rcint_1383,Repair Café International,NLD,15,Power/battery,Vacuum,Dyson,Fixed,2010,7.0,2017-06-08,,oxidatie batterij. doet niets. batterij contacten schoon gemaakt. 
rcint_13859,Repair Café International,GBR,5,Cable/cord,Vacuum,Dyson,Fixed,,,2019-01-26,,Rewiring. Shortened flex. 
rcint_13976,Repair Café International,NLD,9,Filter,Vacuum,Philips,Repairable,2015,4.0,2019-01-31,,niet genoeg zuigkracht + in hoge stand maakt hij herrie. filter ontbreekt en zuigt dus valse lucht. filter kopen. 
rcint_13986,Repair Café International,NLD,13,Motor,Vacuum,Miele,End of life,2010,9.0,2019-02-01,,Motor. Motor ter ziele. 
rcint_13987,Repair Café International,NLD,4,Button/switch,Vacuum,Philips,Fixed,2009,10.0,2019-02-01,,Schakelaar defect. Schakelaar vervangen. 
rcint_13989,Repair Café International,NLD,11,Internal damage,Vacuum,Kärcher,End of life,2017,2.0,2019-02-01,,Onbekend. Electronica. 
rcint_1403,Repair Café International,NLD,10,Hose/tube/pipe,Vacuum,Miele,Fixed,,,2017-06-08,,veertje los. slang los van zuigmond. zuigbuis weer in de zuigmond gemonteerd. 
rcint_14037,Repair Café International,NLD,12,Liquid damage,Vacuum,Miele,End of life,2017,2.0,2019-02-02,,"water binnen gekomen, werkt niet meer. Anker van motor ingebrand. "
rcint_14059,Repair Café International,NLD,7,Dustbag/canister,Vacuum,Bosch,Fixed,2017,2.0,2019-02-02,,"is gevallen, stofzak past niet meer. klikjes gaan stroef. gesmeerd. "
rcint_14069,Repair Café International,NLD,4,Button/switch,Vacuum,Siemens,Fixed,,,2019-02-02,,schakelaar kapot. schakelaar knop afgebroken. schakelaar doorverbonden en advies nieuwe schakelaar kopen. 
rcint_14132,Repair Café International,NLD,4,Button/switch,Vacuum,Philips,Fixed,,,2019-02-02,,hij gaat niet uit. schakelaar doorverbonden. 
rcint_14148,Repair Café International,NLD,13,Motor,Vacuum,Dyson,Fixed,2000,19.0,2019-02-02,,nieuwe koolstofborstels inzetten. koolstofborstels geplaatst. 
rcint_14151,Repair Café International,NLD,5,Cable/cord,Vacuum,Bosch,Fixed,2009,10.0,2019-02-02,,kortsluiting?. snoer gerepareerd. 
rcint_14159,Repair Café International,NLD,13,Motor,Vacuum,Dyson,Fixed,2013,6.0,2019-02-02,,doet het niet. Motor hapert. Mptor vervangen. 
rcint_1416,Repair Café International,NLD,8,External damage,Vacuum,Miele,Fixed,,,2017-06-09,,losgeschoten. veer van de deksel is los. veer weer opnieuw gemonteerd. 
rcint_14169,Repair Café International,NLD,11,Internal damage,Vacuum,Philips,End of life,2008,11.0,2019-02-02,,"zuigt niet regelmatig, schakelaar werkt niet goed. Probleem in de printplaat. "
rcint_14173,Repair Café International,NLD,5,Cable/cord,Vacuum,Zanussi,Fixed,2011,8.0,2019-02-02,,werkt niet - kabelbreuk. Kabel ingekort en opnieuw aangesloten. 
rcint_14180,Repair Café International,NLD,2,Blockage,Vacuum,Nilfisk,Fixed,2012,7.0,2019-02-02,,zuigt niet. stang verstopt. prop eruit gehaald. 
rcint_14192,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,Fixed,2014,5.0,2019-02-02,,Pakt geen stroom meer / breuk in kabel?. Kabelbreuk in snoerhaspel. Snoer ingekort en trommel uit elkaar gehaald. 
rcint_14207,Repair Café International,NLD,9,Filter,Vacuum,Philips,Fixed,2016,3.0,2019-02-02,,maakt veel lawaai / filters vol vuil?. filters vervuild. filters schoongemaakt + Motor schoongemaakt. 
rcint_14218,Repair Café International,NLD,11,Internal damage,Vacuum,SilverCrest,Fixed,2008,11.0,2019-02-02,,Zuigt niet. Transistor stuk. Bypass met schakelaar. 
rcint_14255,Repair Café International,NLD,25,Poor data,Vacuum,Siemens,Repairable,,,2019-02-02,,onderdeelkapot. Nieuw onderdeel bestellen. 
rcint_14280,Repair Café International,NLD,15,Power/battery,Vacuum,Electrolux,End of life,2011,8.0,2019-02-02,,Accu is heel snel leeg. Accu lijkt defect. 
rcint_14283,Repair Café International,NLD,15,Power/battery,Vacuum,Quigg,Fixed,,,2019-02-02,,"Laadt niet op, andere voeding geprobeerd, werkt ook niet. Adapter defect, andere gevonden in de kringloopwinkel. "
rcint_14318,Repair Café International,NLD,4,Button/switch,Vacuum,Sebo,End of life,2008,11.0,2019-02-02,,Aan/uit-schakelaar werkt niet. Schakelaar defect. 
rcint_14325,Repair Café International,NLD,2,Blockage,Vacuum,Dirt Devil,Fixed,2017,2.0,2019-02-02,,zuigt niet. Zuigbuis verstopt. Een en ander uit elkaar gehaald en gereinigd. Verstopping opgelost. 
rcint_14336,Repair Café International,GBR,3,Brush,Vacuum,Numatic,Repairable,,,2019-02-02,,"dead. stator brushes worn to zero - if cust' could buy replacements, we could fit them. "
rcint_14387,Repair Café International,NLD,13,Motor,Vacuum,Miele,End of life,2001,18.0,2019-02-04,,Doet helemaal niets meer. Geen spanning op de motor. 
rcint_14448,Repair Café International,NLD,13,Motor,Vacuum,Siemens,Fixed,2014,5.0,2019-02-08,,Koolborstels vast door vervuiling. Koolborstels. Losgemaakt en schoongemaakt. 
rcint_14483,Repair Café International,NLD,5,Cable/cord,Vacuum,Philips,Fixed,,,2019-02-09,,doet het niet. snoer kapot. snoer hersteld. 
rcint_14484,Repair Café International,NLD,4,Button/switch,Vacuum,Miele,Repairable,2011,8.0,2019-02-09,,start niet goed. doorverwezen naar Mielen voor een nieuwe schakelaar. 
rcint_14496,Repair Café International,NLD,25,Poor data,Vacuum,Philips,End of life,,,2019-02-09,,"Doet het niet. Geen idee, want niet open te krijgen. "
rcint_14497,Repair Café International,NLD,15,Power/battery,Vacuum,AEG,End of life,,,2019-02-09,,Doet het niet. Accu kapot. 
rcint_14498,Repair Café International,NLD,15,Power/battery,Vacuum,Black & Decker,End of life,,,2019-02-09,,Doet het niet meer. Accu defect. 
rcint_14504,Repair Café International,NLD,5,Cable/cord,Vacuum,Bosch,Fixed,2000,19.0,2019-02-09,,Stopte er opeens mee. Defect snoer. Nieuwe stekker gemonteerd. 
rcint_14516,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,Fixed,,,2019-02-09,,Doet niets meer. Thyristor defect. vervangen potmeter en thyristor. 
rcint_14517,Repair Café International,NLD,4,Button/switch,Vacuum,Rowenta,Fixed,,,2019-02-09,,Werkt niet. Schakelaar werkt niet. Thyristor vervangen. 
rcint_14533,Repair Café International,NLD,2,Blockage,Vacuum,Unknown,Fixed,,,2019-02-09,,doet het niet. slang verstopt. 
rcint_14547,Repair Café International,NLD,15,Power/battery,Vacuum,Unknown,End of life,,,2019-02-09,,Laad niet op. nieuwe voeding nodig. 
rcint_14587,Repair Café International,NLD,11,Internal damage,Vacuum,Black & Decker,Repairable,,,2019-02-09,,"Opladen gaat niet meer. Gesoldeerd. Oplader is niet mee, dus check op reparatie weten we nog niet. "
rcint_14594,Repair Café International,NLD,25,Poor data,Vacuum,Nilfisk,End of life,2014,5.0,2019-02-09,,doet het niet meer. 
rcint_14607,Repair Café International,NLD,5,Cable/cord,Vacuum,Nilfisk,Fixed,2010,9.0,2019-02-09,,stekker er bijn af. stekker vervangen. 
rcint_14610,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,End of life,,,2019-02-11,,Kortsluiting. 
rcint_1462,Repair Café International,NLD,4,Button/switch,Vacuum,Philips,End of life,,,2017-06-16,,aan-/uitschakelaar. 
rcint_1463,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,Fixed,,,2017-06-16,,stof in de electronica. geen zuigkracht. elco condensator vervangen. 
rcint_14642,Repair Café International,NLD,4,Button/switch,Vacuum,Siemens,End of life,2013,6.0,2019-02-14,,Schakelaar defect. Schakelaar. 
rcint_14647,Repair Café International,NLD,11,Internal damage,Vacuum,Electrolux,Fixed,2012,7.0,2019-02-15,,"Onbekend. Printplaat kapot. Snoer naar motor doorverbonden. Henri heeft thuis nog printplaat gerepareerd, later gemonteerd. "
rcint_14652,Repair Café International,NLD,15,Power/battery,Vacuum,Bosch,End of life,1999,20.0,2019-02-15,,Geen zuigkracht. Geen zuigvermogen. 
rcint_14685,Repair Café International,NLD,15,Power/battery,Vacuum,Black & Decker,End of life,,,2019-02-15,,zuigt slecht. accu defect. 
rcint_14707,Repair Café International,NLD,16,Wheels/rollers,Vacuum,Electrolux,Repairable,,,2019-02-16,,Steunwiel in stofzuigermond valt eruit. Asje van wieltje zit neit vast. Advies: passend boutje kopen om asje te vervangen. 
rcint_14714,Repair Café International,NLD,25,Poor data,Vacuum,Dirt Devil,Fixed,,,2019-02-16,,Doet niets meer. ??. Gerepareerd. 
rcint_1474,Repair Café International,NLD,25,Poor data,Vacuum,Miele,End of life,2000,17.0,2017-06-17,,Ergens zit er iets fout. Doet niets meer. 
rcint_14786,Repair Café International,NLD,9,Filter,Vacuum,Dyson,Fixed,2015,4.0,2019-02-21,,Geen zuigkracht. Filters dicht. Schoon geblazen. 
rcint_14787,Repair Café International,NLD,11,Internal damage,Vacuum,Electrolux,Fixed,2012,7.0,2019-02-22,,Loopt niet automatisch. Printplaat corrigeren. Gerepareerde printplaat opnieuw gemonteerd. 
rcint_1479,Repair Café International,NLD,5,Cable/cord,Vacuum,Philips,Fixed,2005,12.0,2017-06-17,,Snoer zit niet lekker in de snoerspoel. Snoer zit vast. Snoer opnieuw opgerold op de snoerspoel. 
rcint_14800,Repair Café International,NLD,8,External damage,Vacuum,Philips,Repairable,,,2019-02-22,,Doet het niet meer. vergrendeling deksel is lam. klep aanduwen als hij niet zuigt. 
rcint_14801,Repair Café International,NLD,25,Poor data,Vacuum,Unknown,Repairable,,,2019-02-22,,Doet het niet meer. 
rcint_14813,Repair Café International,NLD,25,Poor data,Vacuum,Philips,End of life,,,2019-02-22,,Doet het niet meer. 
rcint_14826,Repair Café International,NLD,11,Internal damage,Vacuum,Philips,Fixed,2004,15.0,2019-02-23,,Zuigkracht kan niet meer ingesteld worden. De potmeter vastgelijmd. 
rcint_14835,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,Fixed,2009,10.0,2019-02-23,,Aan-/uitschakelaar doet het weer niet. Lek bij slangaansluiting en losse potmstet. 
rcint_14914,Repair Café International,NLD,9,Filter,Vacuum,Philips,Fixed,2017,2.0,2019-02-23,,Zuigt niet goed meer. Filters schoongeblazen. 
rcint_14917,Repair Café International,NLD,5,Cable/cord,Vacuum,Miele,Fixed,2000,19.0,2019-02-23,,Doet het niet. Snoer was los is vastgezet. 
rcint_14939,Repair Café International,NLD,11,Internal damage,Vacuum,Miele,Fixed,,,2019-02-23,,soldeerverbinding slecht. solderen. 
rcint_14994,Repair Café International,NLD,13,Motor,Vacuum,Miele,End of life,2014,5.0,2019-02-23,,Maakt raar geluid. Lager van motor. 
rcint_15017,Repair Café International,NLD,14,Overheating,Vacuum,AEG,Fixed,,,2019-02-25,,doet het niet meer na warm worden. geen. gechecked-OK. 
rcint_15027,Repair Café International,NLD,25,Poor data,Vacuum,Miele,End of life,2010,9.0,2019-02-28,,snoerbreuk. print defect. 
rcint_15038,Repair Café International,NLD,2,Blockage,Vacuum,Royalty/Line,Fixed,,,2019-02-28,,vuil. vuil. schoongemaakt. 
rcint_15039,Repair Café International,NLD,25,Poor data,Vacuum,Philips,Fixed,,,2019-02-28,,vuil. schoongemaakt. 
rcint_15049,Repair Café International,NLD,2,Blockage,Vacuum,Philips,Fixed,2014,5.0,2019-03-01,,zuigt haast niet. verstopt. schoongemaakt. 
rcint_15062,Repair Café International,NLD,9,Filter,Vacuum,Dyson,Fixed,2010,9.0,2019-03-01,,zuigt niet goed. filter. filters schoongemaakt. 
rcint_15070,Repair Café International,NLD,9,Filter,Vacuum,AEG,Fixed,2003,16.0,2019-03-01,,"Zuigt niet. Zak te vol, filters vuil. "
rcint_15073,Repair Café International,NLD,9,Filter,Vacuum,Philips,Fixed,,,2019-03-01,,Zuigt niet goed en stinkt. Alle filters verstopt. Schoongemaakt. 
rcint_15077,Repair Café International,NLD,11,Internal damage,Vacuum,Philips,Fixed,2009,10.0,2019-03-01,,"Doet het niet. Bouwstof?. Geen bouwstof. Spoel zat aan een kant los, vastgesoldeerd. "
rcint_15078,Repair Café International,NLD,2,Blockage,Vacuum,Dyson,Fixed,,,2019-03-01,,"Zuigt niet meer. Zuigt vacuum ten gevolge van blokkering in mondstuk en slang. Gedemonteerd, dipje van flos of tube en plakplint en afdplaktape in slang en voet vormden verstopping. "
rcint_15079,Repair Café International,NLD,13,Motor,Vacuum,Miele,End of life,2008,11.0,2019-03-01,,Kortsluiting motor. Kortsluiting. 
rcint_15080,Repair Café International,NLD,8,External damage,Vacuum,Miele,Fixed,2011,8.0,2019-03-01,,"Telescoop werkt niet. Vergrendeling werkt niet. Is niet te repareren, maar is ingesteld op goede stand. "
rcint_15089,Repair Café International,NLD,9,Filter,Vacuum,Miele,Fixed,2000,19.0,2019-03-01,,doet het niet meer. filter verstopt. filter schoongemaakt. 
