id,data_provider,country,language,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem,
fixitclinic_197,Fixit Clinic,USA,English,Misc,Brother ,Can’t remember ,????,Unknown,Fixit Clinic,2018-01-21,Only sews backwards,
fixitclinic_198,Fixit Clinic,USA,English,Small kitchen item,Black and Decker,Unknown,????,End of life,Fixit Clinic,2018-01-21,,
fixitclinic_199,Fixit Clinic,USA,English,Portable radio,Son,CF-350,????,Fixed,Fixit Clinic,2018-01-21,,
fixitclinic_200,Fixit Clinic,USA,English,Misc,Huffy,Unknown,????,Fixed,Fixit Clinic,2018-01-21,,
fixitclinic_201,Fixit Clinic,USA,English,Small kitchen item,Cuisinart,Unknown,????,Repairable,Fixit Clinic,2018-01-21,,
fixitclinic_202,Fixit Clinic,USA,English,Misc,don't know,don't know,2008,Fixed,Fixit Clinic,2018-01-21,handle needed a sm. screw,
fixitclinic_203,Fixit Clinic,USA,English,Tablet,Apple ,2014,2014,Fixed,Fixit Clinic,2018-01-27,Not accepting password ,
fixitclinic_204,Fixit Clinic,USA,English,Misc,Mossimo Supply Co. ,Lost its zipper pull ,2008,Fixed,Fixit Clinic,2018-01-27,Lost its zipper pull ,
fixitclinic_205,Fixit Clinic,USA,English,Misc,"Singer ""Featherweight""  ",1940s? ,2008,Fixed,Fixit Clinic,2018-01-27,Bobbin threader not working ,
fixitclinic_206,Fixit Clinic,USA,English,Misc,n/a ,n/a ,2008,Repairable,Fixit Clinic,2018-01-27,Need advice- ,
fixitclinic_207,Fixit Clinic,USA,English,Lamp,N/A,N/A ,2008,Repairable,Fixit Clinic,2018-01-27,Needs rewiring and new switch,
fixitclinic_208,Fixit Clinic,USA,English,Misc,N/A,N/A ,2008,Repairable,Fixit Clinic,2018-01-27,Broken Clasps ,
fixitclinic_209,Fixit Clinic,USA,English,Misc,N/A,N/A,2008,Repairable,Fixit Clinic,2018-01-27,Torn,
fixitclinic_210,Fixit Clinic,USA,English,Small kitchen item,Cuisinart ,Unknown,2008,Fixed,Fixit Clinic,2018-01-27,No power ,
fixitclinic_211,Fixit Clinic,USA,English,Toy,Roman Inc,Roman Inc,2008,Fixed,Fixit Clinic,2018-01-27,Stopped Singing,
fixitclinic_212,Fixit Clinic,USA,English,Toy,Not sure?,Not sure? Found it at swap shop! ,????,Fixed,Fixit Clinic,2018-01-27,Skipping when moved at all ,
fixitclinic_213,Fixit Clinic,USA,English,Small kitchen item,Cusinart Smart Stick Hand Blender ,CSB-76,2013,Fixed,Fixit Clinic,2018-01-27,Won't blend without terrible noise - gear coming out ,
fixitclinic_214,Fixit Clinic,USA,English,Fan,Holmes,Unknown,2014,Fixed,Fixit Clinic,2018-01-27,Doesn't Spin ,
fixitclinic_215,Fixit Clinic,USA,English,Misc,Personalization,Unknown,2009,Fixed,Fixit Clinic,2018-01-27,Clock hands fell off ,
fixitclinic_216,Fixit Clinic,USA,English,Lamp,Unknown,Needs socket and new wire ,2008,Repairable,Fixit Clinic,2018-01-27,Needs new socket and rewiring ,
fixitclinic_217,Fixit Clinic,USA,English,Misc,N/A,N/A,2008,Repairable,Fixit Clinic,2018-01-27,Need to attach parts to stand in tub- ,
fixitclinic_218,Fixit Clinic,USA,English,Lamp,?,?,2008,Fixed,Fixit Clinic,2018-01-27,I want a three way socket installed ,
fixitclinic_219,Fixit Clinic,USA,English,Vacuum,Meili ,Found it in a metal pile ,????,Repairable,Fixit Clinic,2018-01-27,Cord doesn't retract ,
fixitclinic_220,Fixit Clinic,USA,English,Misc,Viking Husqvarna ,Unknown,2008,Fixed,Fixit Clinic,2018-01-27,Function slide is not working ,
fixitclinic_221,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-01-28,,
fixitclinic_222,Fixit Clinic,USA,English,Aircon/Dehumidifier,Austin Air,Helpmate Jr.,????,Repairable,Fixit Clinic,2018-01-28,,
fixitclinic_223,Fixit Clinic,USA,English,Misc,J. Crew/Lord&Taylor,N/A,????,Fixed,Fixit Clinic,2018-01-28,,
fixitclinic_224,Fixit Clinic,USA,English,Lamp,unknown/ Danish,unknown,????,Fixed,Fixit Clinic,2018-01-28,,
fixitclinic_225,Fixit Clinic,USA,English,Laptop medium,Lenovo ,T430,2013,Fixed,Fixit Clinic,2018-01-28,"2017 , Screen Broken",
fixitclinic_226,Fixit Clinic,USA,English,Lamp,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-01-29,,
fixitclinic_227,Fixit Clinic,USA,English,Toy,Canto,HL 8,????,Repairable,Fixit Clinic,2018-01-29,,
fixitclinic_228,Fixit Clinic,USA,English,Lamp,Target,Liberty for Target collection c. 2008?,????,Fixed,Fixit Clinic,2018-01-29,,
fixitclinic_229,Fixit Clinic,USA,English,Misc,Land Rover,LR3,????,Repairable,Fixit Clinic,2018-01-29,,
fixitclinic_230,Fixit Clinic,USA,English,Misc,Sears Kenmore ,60 Years Old ,2008,Repairable,Fixit Clinic,2018-01-29,Stopped working ,
fixitclinic_231,Fixit Clinic,USA,English,Misc,N/A,N/A,2008,Fixed,Fixit Clinic,2018-01-30,String/thread broke ,
fixitclinic_232,Fixit Clinic,USA,English,Headphones,C02Y,C02Y,2017,Repairable,Fixit Clinic,2018-01-30,Not charging ,
fixitclinic_233,Fixit Clinic,USA,English,Misc,Unknown,Unknown,2008,Fixed,Fixit Clinic,2018-01-30,Doesn't work ,
fixitclinic_234,Fixit Clinic,USA,English,Small kitchen item,Braun,2004,2008,Fixed,Fixit Clinic,2018-01-30,"Chute part melted, want to cut top part off so I can use the pusher ",
fixitclinic_235,Fixit Clinic,USA,English,Lamp,Unclear (older model - ceramic body),It was a gift in 2013,2013,Fixed,Fixit Clinic,2018-01-30,It will not light ,
fixitclinic_236,Fixit Clinic,USA,English,Misc,Unclear,Unclear,2008,Repairable,Fixit Clinic,2018-01-30,Post is too thin for back ,
fixitclinic_237,Fixit Clinic,USA,English,PC Accessory,Apple/Logitech ,Unknown,????,Unknown,Fixit Clinic,2018-01-30,Keyboards have problems ,
fixitclinic_238,Fixit Clinic,USA,English,Small kitchen item,Black & Decker,Infra-wave,????,Fixed,Fixit Clinic,2018-01-30,"Difficult to engage ""plunger/starter"" arm ",
fixitclinic_239,Fixit Clinic,USA,English,Misc,Kenmore,1960s,2008,Fixed,Fixit Clinic,2018-01-30,Tension needs adjustments and needs cleaning ,
fixitclinic_240,Fixit Clinic,USA,English,Misc,Janome ,ME4014,2008,Fixed,Fixit Clinic,2018-01-30,Bobbin pops out ,
fixitclinic_241,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-01-30,Broken Wire ,
fixitclinic_242,Fixit Clinic,USA,English,Misc,It's an antique - made ,Unknown,2008,Fixed,Fixit Clinic,2018-01-30,"Snags things, bent prongs - made in the 1920s purchased about 15 years ago",
fixitclinic_243,Fixit Clinic,USA,English,Lamp,? ,?,2008,Fixed,Fixit Clinic,2018-01-30,Stopped working suddenly- used every year at Christmas ,
fixitclinic_244,Fixit Clinic,USA,English,Misc,Nantucket Breeze,Unknown,????,Unknown,Fixit Clinic,2018-01-30,Got used- doesn't work ,
fixitclinic_245,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-01-30,All need clasps ,
fixitclinic_246,Fixit Clinic,USA,English,Portable radio,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-01-31,,
fixitclinic_247,Fixit Clinic,USA,English,Lamp,not sure,not sure,2008,End of life,Fixit Clinic,2018-02-02,threaded part which holds bulb broke off,
fixitclinic_248,Fixit Clinic,USA,English,Misc,Sunbeam,90774-SPR,????,Fixed,Fixit Clinic,2018-02-08,,
fixitclinic_249,Fixit Clinic,USA,English,Misc,Swiffer,Unknown,????,Fixed,Fixit Clinic,2018-02-09,,
fixitclinic_250,Fixit Clinic,USA,English,Headphones,sennheiser,HD 439,????,Fixed,Fixit Clinic,2018-02-09,,
fixitclinic_251,Fixit Clinic,USA,English,Aircon/Dehumidifier,Living Air,"XL-15C, XL-15",????,Fixed,Fixit Clinic,2018-02-09,,
fixitclinic_252,Fixit Clinic,USA,English,Misc,Mitshubishi,666,2008,Repairable,Fixit Clinic,2018-02-10,fails to start-up ,
fixitclinic_253,Fixit Clinic,USA,English,Small kitchen item,dualit,Unknown,2008,Repairable,Fixit Clinic,2018-02-10,mechanical timer,
fixitclinic_254,Fixit Clinic,USA,English,Misc,Unknown brand (knock off),Unknown,????,Fixed,Fixit Clinic,2018-02-11,,
fixitclinic_255,Fixit Clinic,USA,English,Small kitchen item,Cuisinart,Unknown,????,Fixed,Fixit Clinic,2018-02-11,,
fixitclinic_257,Fixit Clinic,USA,English,Fan,Windbreeze,See original entry,????,Repairable,Fixit Clinic,2018-02-12,,
fixitclinic_258,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-02-14,,
fixitclinic_259,Fixit Clinic,USA,English,Hair & Beauty item,Braun,don't know,????,Fixed,Fixit Clinic,2018-02-14,,
fixitclinic_260,Fixit Clinic,USA,English,Misc,don't know,don't know,????,Fixed,Fixit Clinic,2018-02-14,,
fixitclinic_261,Fixit Clinic,USA,English,Misc,Celsius,Unknown,????,Fixed,Fixit Clinic,2018-02-14,,
fixitclinic_262,Fixit Clinic,USA,English,Misc,Mango,Unknown,????,Repairable,Fixit Clinic,2018-02-14,,
fixitclinic_263,Fixit Clinic,USA,English,Misc,descente,Unknown,????,Fixed,Fixit Clinic,2018-02-14,,
fixitclinic_264,Fixit Clinic,USA,English,Mobile,Apple,iPhone 6s,????,Fixed,Fixit Clinic,2018-02-16,,
fixitclinic_265,Fixit Clinic,USA,English,Fan,Windchaser,Previously given,????,Repairable,Fixit Clinic,2018-02-20,,
fixitclinic_266,Fixit Clinic,USA,English,Kettle,Melitta,MEK17W,2008,Fixed,Fixit Clinic,2018-02-20,"Does not heat, the thermal fuse opened up.  ",
fixitclinic_267,Fixit Clinic,USA,English,Toy,fisher price,Unknown,????,Fixed,Fixit Clinic,2018-02-25,,
fixitclinic_268,Fixit Clinic,USA,English,Misc,Ryobi,RY30020A,????,Repairable,Fixit Clinic,2018-02-25,,
fixitclinic_269,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-02-26,,
fixitclinic_270,Fixit Clinic,USA,English,Portable radio,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-02-26,cd player just spins and spins, no without player disk
fixitclinic_271,Fixit Clinic,USA,English,Misc,KitchenAid,Pro600,2008,Fixed,Fixit Clinic,2018-02-27,Planetary mechanism had fallen off ,
fixitclinic_272,Fixit Clinic,USA,English,Small kitchen item,Kenmore,405.7212931,2014,Fixed,Fixit Clinic,2018-03-02,did not turn on,
fixitclinic_273,Fixit Clinic,USA,English,Misc,American DJ,Unknown,????,Repairable,Fixit Clinic,2018-03-02,,
fixitclinic_274,Fixit Clinic,USA,English,Small kitchen item,Rancilio,Rocky,????,Fixed,Fixit Clinic,2018-03-02,,
fixitclinic_275,Fixit Clinic,USA,English,Small kitchen item,Hamilton Beach,Unknown,????,Fixed,Fixit Clinic,2018-03-02,,
fixitclinic_276,Fixit Clinic,USA,English,Laptop medium,Apple ,Macbook Pro (late 2011 vintage),2010,Repairable,Fixit Clinic,2018-03-03,"I need to clone the hard drive, and potentially reinstall the OS.  Hard drive and OS had no problem before  submitting laptop to Central Computer in Santa Clara for warranty repair, and now they allege there is a problem.  Historically this laptop had a manufacturing defect that Apple refused to repair under warranty.  The laptop was purchased in February 2012, even though it is considered late 2011 with a 2010 mfg date.  Supposedly the GPU failed due to a defect in the lead free solder.  I submitted it to ",
fixitclinic_277,Fixit Clinic,USA,English,Misc,Ridgid ,"from tje 50s or 60s, don't know Model",????,Fixed,Fixit Clinic,2018-03-04,,
fixitclinic_278,Fixit Clinic,USA,English,Misc,Copal,unknown,????,Fixed,Fixit Clinic,2018-03-04,,
fixitclinic_279,Fixit Clinic,USA,English,Misc,Invacare,Unknown,????,Fixed,Fixit Clinic,2018-03-04,,
fixitclinic_280,Fixit Clinic,USA,English,Headphones,Sony,Professional,????,Fixed,Fixit Clinic,2018-03-04,,
fixitclinic_281,Fixit Clinic,USA,English,Misc,Petwell,Unknown,????,Fixed,Fixit Clinic,2018-03-04,,
fixitclinic_282,Fixit Clinic,USA,English,Lamp,unknown,floor lamp,????,Repairable,Fixit Clinic,2018-03-04,,
fixitclinic_283,Fixit Clinic,USA,English,Small kitchen item,Both were Cuisinart,Unknown,????,Repairable,Fixit Clinic,2018-03-04,,
fixitclinic_284,Fixit Clinic,USA,English,Laptop medium,MacBook Pro,"15"" Core 2 Duo",????,Repairable,Fixit Clinic,2018-03-06,,
fixitclinic_285,Fixit Clinic,USA,English,Misc,Yamaha,SU700,2008,Repairable,Fixit Clinic,2018-03-21,Encoders need to be replaced ,
fixitclinic_286,Fixit Clinic,USA,English,Misc,KitchenAid,Professional 6,????,Repairable,Fixit Clinic,2018-03-25,,
fixitclinic_289,Fixit Clinic,USA,English,Misc,SanDisk,Unknown,????,Repairable,Fixit Clinic,2018-03-25,,
fixitclinic_290,Fixit Clinic,USA,English,Misc,Yua,Boda boda,????,Unknown,Fixit Clinic,2018-03-26,,
fixitclinic_291,Fixit Clinic,USA,English,Lamp,hand made,Unknown,????,Fixed,Fixit Clinic,2018-03-26,,
fixitclinic_292,Fixit Clinic,USA,English,Small kitchen item,"Dominion Electrical Mfg, Mansfield, OH",1301,????,Repairable,Fixit Clinic,2018-03-26,,
fixitclinic_293,Fixit Clinic,USA,English,Misc,1) Felco  2)Corona,no. 8, no 60,????,Fixed,Fixit Clinic,2018-03-26,
fixitclinic_294,Fixit Clinic,USA,English,Misc,Timex,Ironman,????,Repairable,Fixit Clinic,2018-03-26,,
fixitclinic_295,Fixit Clinic,USA,English,Lamp,N/A,N/A,????,Fixed,Fixit Clinic,2018-03-26,,
fixitclinic_296,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Unknown,Fixit Clinic,2018-03-26,,
fixitclinic_297,Fixit Clinic,USA,English,Power tool,DeWALT,DW990,????,Fixed,Fixit Clinic,2018-03-26,,
fixitclinic_299,Fixit Clinic,USA,English,Musical instrument,Roland,TR-707,2008,Repairable,Fixit Clinic,2018-03-30,"Power Supply issue. Also, a bigger issue. I think something is wrong with the tempo. it seems to not be consistent. ",
fixitclinic_300,Fixit Clinic,USA,English,Musical instrument,Paia,Fatman kit (originally assembled by me),2008,Repairable,Fixit Clinic,2018-04-01,It was fully functional and then now there is no output though its indication lights still show it powers on and receives midi signal. The light for “gate” no longer lights up. ,
fixitclinic_301,Fixit Clinic,USA,English,Misc,Unknown,change cushion covers on chairs,????,Repairable,Fixit Clinic,2018-04-04,nrrd to change chair covers,
fixitclinic_302,Fixit Clinic,USA,English,Laptop medium,IBM thinkpad,Not sure,????,Repairable,Fixit Clinic,2018-04-06,It wont login. An error message keeps popping up,
fixitclinic_303,Fixit Clinic,USA,English,Hi-Fi separates,Bose,Soundlink Color II,????,Repairable,Fixit Clinic,2018-04-07,,
fixitclinic_304,Fixit Clinic,USA,English,Misc,schwin,1960 model,2008,Repairable,Fixit Clinic,2018-04-25,fender 'arms' have rusted away from attachment points on wheels - need to be reattached in a more permanent way than duct tape,
fixitclinic_305,Fixit Clinic,USA,English,Printer/scanner,HP,Officejet 6500A plus,2010,Repairable,Fixit Clinic,2018-04-26,paper jam error with no paper jammed. ,
fixitclinic_306,Fixit Clinic,USA,English,Tablet,Amazon / Apple,Unknown,2008,Repairable,Fixit Clinic,2018-04-27,Won't turn on / won't charge,
fixitclinic_307,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-04-29,,
fixitclinic_308,Fixit Clinic,USA,English,Small kitchen item,KRUPS,FDE3,????,Fixed,Fixit Clinic,2018-04-29,One of the thermal fuses did not work (240 Cs),
fixitclinic_309,Fixit Clinic,USA,English,Misc,Ibex,Unknown,????,Fixed,Fixit Clinic,2018-05-07,,
fixitclinic_310,Fixit Clinic,USA,English,Misc,Novara,Buzz,????,Fixed,Fixit Clinic,2018-05-07,,
fixitclinic_311,Fixit Clinic,USA,English,Small kitchen item,Kitchen Aid,NA,????,Repairable,Fixit Clinic,2018-05-07,,
fixitclinic_312,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,End of life,Fixit Clinic,2018-05-07,,
fixitclinic_314,Fixit Clinic,USA,English,Mobile,Samsung,"note 4, N910T",2015,Repairable,Fixit Clinic,2018-05-18,Sim card reader broken off.,
fixitclinic_315,Fixit Clinic,USA,English,Mobile,LG Sprint,G5 ,2015,Repairable,Fixit Clinic,2018-05-18,"I won't turn on, glass screen cracked, last time I tried to charge it it smelled like it was burning.",
fixitclinic_316,Fixit Clinic,USA,English,Toy,Mercedes,Ssrt,2016,Repairable,Fixit Clinic,2018-05-18,Won't turn on,
fixitclinic_317,Fixit Clinic,USA,English,Laptop medium,Apple,2016 MacBook Pro,2016,Repairable,Fixit Clinic,2018-05-22,A friend replaced my broken screen and somehow broke the connecting wires and lost my WiFi card :(,
fixitclinic_318,Fixit Clinic,USA,English,Misc,I will have to ask. I am doing this for a friend.,Unknown,????,Repairable,Fixit Clinic,2018-05-30,,
fixitclinic_319,Fixit Clinic,USA,English,Small kitchen item,phillips,3456kl,2011,Repairable,Fixit Clinic,2018-06-01,burns,
fixitclinic_320,Fixit Clinic,USA,English,Laptop medium,Toshiba,Satellite ,????,Fixed,Fixit Clinic,2018-06-11,,
fixitclinic_321,Fixit Clinic,USA,English,Lamp,looks like specialty hand-made item,Unknown ,????,Fixed,Fixit Clinic,2018-06-11,,
fixitclinic_322,Fixit Clinic,USA,English,Toy,Made and bought in Japan,Don't know ,????,Fixed,Fixit Clinic,2018-06-11,,
fixitclinic_324,Fixit Clinic,USA,English,Misc,Unknown,Tradition ?,????,Fixed,Fixit Clinic,2018-06-12,,
fixitclinic_326,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Unknown,Fixit Clinic,2018-06-20,foot not stable anymore - need welding,
fixitclinic_327,Fixit Clinic,USA,English,Small kitchen item,Oster,100271-000,2008,Repairable,Fixit Clinic,2018-06-20,Burned out rheostat ,
fixitclinic_328,Fixit Clinic,USA,English,Tablet,android nexus,nexus 4,2014,Repairable,Fixit Clinic,2018-07-01,Broken screen,
fixitclinic_329,Fixit Clinic,USA,English,Misc,Juki,DDL-227,????,Fixed,Fixit Clinic,2018-07-02,,
fixitclinic_330,Fixit Clinic,USA,English,Hair & Beauty item,Doterra,Doterra,????,Fixed,Fixit Clinic,2018-07-02,,
fixitclinic_331,Fixit Clinic,USA,English,Misc,Anina / Mokioo,Mokioo,????,Fixed,Fixit Clinic,2018-07-02,,
fixitclinic_332,Fixit Clinic,USA,English,Tablet,Google,Nexus 7 2nd generation,????,Fixed,Fixit Clinic,2018-07-02,,
fixitclinic_333,Fixit Clinic,USA,English,Misc,Made in Germany,Not sure,????,Repairable,Fixit Clinic,2018-07-06,,
fixitclinic_334,Fixit Clinic,USA,English,Desktop computer,HP,Pavilion ,2008,Fixed,Fixit Clinic,2018-07-15,Fan failed error message at boot up ,
fixitclinic_335,Fixit Clinic,USA,English,Mobile,Apple,iPhone 5s,2016,Fixed,Fixit Clinic,2018-07-15,I had trouble charging my phone. It would not change at times. ,
fixitclinic_336,Fixit Clinic,USA,English,Toy,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-07-15,,
fixitclinic_337,Fixit Clinic,USA,English,Portable radio,Realistic,portiplayer,????,Repairable,Fixit Clinic,2018-07-15,,
fixitclinic_338,Fixit Clinic,USA,English,Toy,Western Electric,702BM,????,Repairable,Fixit Clinic,2018-07-16,,
fixitclinic_339,Fixit Clinic,USA,English,Lamp,Don’t know,Don’t know,????,Fixed,Fixit Clinic,2018-08-10,,
fixitclinic_340,Fixit Clinic,USA,English,Misc,Pebble,Pebble Classic,2014,Repairable,Fixit Clinic,2018-08-10,Can't turn on. Assuming that the charger didn't actual charge the watch,
fixitclinic_341,Fixit Clinic,USA,English,Misc,Arvin,WH-20,????,Fixed,Fixit Clinic,2018-08-11,,
fixitclinic_342,Fixit Clinic,USA,English,Hi-Fi separates,bose,sounddock series 2,2014,Repairable,Fixit Clinic,2018-08-11,doesn't turn on,
fixitclinic_343,Fixit Clinic,USA,English,Portable radio,Capello,CR-25 ,????,Repairable,Fixit Clinic,2018-08-11,,
fixitclinic_344,Fixit Clinic,USA,English,Misc,Unknown,Unknown,2008,Fixed,Fixit Clinic,2018-08-11,broken plastic part,
fixitclinic_345,Fixit Clinic,USA,English,Small kitchen item,Black & Decker,Unknown,????,Repairable,Fixit Clinic,2018-08-11,,
fixitclinic_346,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-08-11,,
fixitclinic_347,Fixit Clinic,USA,English,Small kitchen item,Breville,Unknown,????,Fixed,Fixit Clinic,2018-08-11,,
fixitclinic_348,Fixit Clinic,USA,English,Small kitchen item,Breville,Unknown,????,Fixed,Fixit Clinic,2018-08-11,,
fixitclinic_349,Fixit Clinic,USA,English,Decorative or safety lights,don't know,don't know,????,End of life,Fixit Clinic,2018-08-11,,
fixitclinic_350,Fixit Clinic,USA,English,Vacuum,iRobot,630,????,Fixed,Fixit Clinic,2018-08-11,,
fixitclinic_351,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-08-11,,
fixitclinic_352,Fixit Clinic,USA,English,Misc,Handmade,Unknown,????,Repairable,Fixit Clinic,2018-08-11,,
fixitclinic_353,Fixit Clinic,USA,English,Small kitchen item,Sunbeam,1942 model,????,Fixed,Fixit Clinic,2018-08-11,,
fixitclinic_355,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-08-11,,
fixitclinic_356,Fixit Clinic,USA,English,Lamp,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-08-11,,
fixitclinic_357,Fixit Clinic,USA,English,Digital Compact Camera,canon,powershot sd1200 is,????,Repairable,Fixit Clinic,2018-08-11,,
fixitclinic_358,Fixit Clinic,USA,English,Laptop medium,Apple,2011 MacBook Pro ,????,Repairable,Fixit Clinic,2018-08-18,,
fixitclinic_359,Fixit Clinic,USA,English,Misc,n/a,n/a,????,Repairable,Fixit Clinic,2018-08-19,,
fixitclinic_360,Fixit Clinic,USA,English,Lamp,Unknown,Unknown,????,Repairable,Fixit Clinic,2018-08-19,,
fixitclinic_361,Fixit Clinic,USA,English,Lamp,unknown,unknown,????,Fixed,Fixit Clinic,2018-08-19,,
fixitclinic_362,Fixit Clinic,USA,English,Musical instrument,Yamaha,Motif 6,????,Repairable,Fixit Clinic,2018-08-19,,
fixitclinic_363,Fixit Clinic,USA,English,Misc,VELUX,M?A,????,Repairable,Fixit Clinic,2018-08-19,,
fixitclinic_364,Fixit Clinic,USA,English,Aircon/Dehumidifier,Edgestar,701,????,Repairable,Fixit Clinic,2018-08-19,,
fixitclinic_365,Fixit Clinic,USA,English,Misc,Don’t know,Don’t know,????,Repairable,Fixit Clinic,2018-08-19,,
fixitclinic_366,Fixit Clinic,USA,English,Misc,unknown,Unknown,????,Fixed,Fixit Clinic,2018-08-20,,
fixitclinic_367,Fixit Clinic,USA,English,Misc,unknown,Unknown,????,Fixed,Fixit Clinic,2018-08-20,,
fixitclinic_368,Fixit Clinic,USA,English,Vacuum,Hoover,Elite Rewind,????,Fixed,Fixit Clinic,2018-08-20,,
fixitclinic_369,Fixit Clinic,USA,English,Misc,Singer,4830C,????,Repairable,Fixit Clinic,2018-08-22,,
fixitclinic_370,Fixit Clinic,USA,English,Misc,Toyota,Yaris 2007,2008,Repairable,Fixit Clinic,2018-08-27,Button fell off and needs to be soldered on.. but its so tiny.,
fixitclinic_371,Fixit Clinic,USA,English,Misc,Razor ,E175,2014,Repairable,Fixit Clinic,2018-09-06,Power light turns on but engine does not turn.  ,
fixitclinic_372,Fixit Clinic,USA,English,Misc,Racer,E175,2015,Unknown,Fixit Clinic,2018-09-08,Doesn't work,
fixitclinic_373,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-09-08,broken handle,
fixitclinic_374,Fixit Clinic,USA,English,DLSR / Video Camera,Sony,HDavchd,2015,Repairable,Fixit Clinic,2018-09-08,Can't get video file off the camcorder,
fixitclinic_375,Fixit Clinic,USA,English,Laptop medium,toshiba,satellite,2010,Repairable,Fixit Clinic,2018-09-11,broken screen,
fixitclinic_376,Fixit Clinic,USA,English,Small kitchen item,PB,na,2018,Unknown,Fixit Clinic,2018-09-16,no idea sorry,
fixitclinic_377,Fixit Clinic,USA,English,Laptop medium,toshiba,satellite,????,Repairable,Fixit Clinic,2018-09-17,,
fixitclinic_378,Fixit Clinic,USA,English,Toy,Unknown,Unknown,2016,Fixed,Fixit Clinic,2018-09-17,doesn't steal coin,
fixitclinic_379,Fixit Clinic,USA,English,Misc,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-09-17,doesn't lit,
fixitclinic_380,Fixit Clinic,USA,English,Headphones,skullcandy,Unknown,2012,Repairable,Fixit Clinic,2018-09-17,no sound ,
fixitclinic_381,Fixit Clinic,USA,English,Paper shredder,Ativa,DQ60M,????,Fixed,Fixit Clinic,2018-09-30,,
fixitclinic_382,Fixit Clinic,USA,English,Misc,Panasonic,Unknown,????,Fixed,Fixit Clinic,2018-09-30,,
fixitclinic_384,Fixit Clinic,USA,English,Hair & Beauty item,Water Pik Inc,WP-130W,2014,Repairable,Fixit Clinic,2018-10-01,"The external 1/4"" plastic pipe is broken due to old age, and water leaks out, need to glue it to fix the broken pipe.",
fixitclinic_385,Fixit Clinic,USA,English,Toy,batta ,Unknown,????,Fixed,Fixit Clinic,2018-10-01,,
fixitclinic_386,Fixit Clinic,USA,English,Toy,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-01,,
fixitclinic_387,Fixit Clinic,USA,English,Toy,Unknown,Unknown,2016,Repairable,Fixit Clinic,2018-10-02,"Fan motor does not work, can't inflate.",
fixitclinic_388,Fixit Clinic,USA,English,Small kitchen item,oster,Unknown,????,End of life,Fixit Clinic,2018-10-02,,
fixitclinic_389,Fixit Clinic,USA,English,Misc,braun,4759/AB312,2008,Repairable,Fixit Clinic,2018-10-04,doesn't work anymore,
fixitclinic_390,Fixit Clinic,USA,English,Paper shredder,Unknown,Unknown,????,End of life,Fixit Clinic,2018-10-07,,
fixitclinic_391,Fixit Clinic,USA,English,Paper shredder,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-07,,
fixitclinic_392,Fixit Clinic,USA,English,Toy,Unknown,Unknown,????,Fixed,Fixit Clinic,2018-10-07,,
fixitclinic_393,Fixit Clinic,USA,English,Misc,Tivoli Henry kloss,Model 2,????,Fixed,Fixit Clinic,2018-10-07,,
fixitclinic_394,Fixit Clinic,USA,English,Lamp,Coleman,41OJ,????,Repairable,Fixit Clinic,2018-10-07,,
fixitclinic_395,Fixit Clinic,USA,English,Small kitchen item,breville,?,????,Repairable,Fixit Clinic,2018-10-07,,
fixitclinic_396,Fixit Clinic,USA,English,Laptop medium,Lenovo,Didn't check,????,Fixed,Fixit Clinic,2018-10-08,,
fixitclinic_397,Fixit Clinic,USA,English,Toy,"Can't remember, maybe Radio Shack?",not available,????,Repairable,Fixit Clinic,2018-10-08,,
fixitclinic_399,Fixit Clinic,USA,English,Fan,no model,Unknown,????,Unknown,Fixit Clinic,2018-10-08,No work,
fixitclinic_400,Fixit Clinic,USA,English,Lamp,Restoration Hardware,Unknown,????,Fixed,Fixit Clinic,2018-10-08,,
fixitclinic_401,Fixit Clinic,USA,English,Misc,LOFT,Unknown,????,Fixed,Fixit Clinic,2018-10-09,,
