id,data_provider,country,language,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem
anstiftung_521,Anstiftung,DEU,German,Vacuum,Unknown,Unknown,????,Fixed,repaircafe-dresden,2019-06-15,"Störende Betriebsgeräusche und nachlassende Saugleistung waren der Grund, weswegen ein Saugroboter zu uns gebracht wurde. Nach der Zerlegung befreiten wir ihn von größeren Staubflusen und reinigten ihn gründlich. Hinterher surrte er auf gewohnt leise Weise und saugte einige Runden über den Fußboden im Vereinshaus."
anstiftung_522,Anstiftung,DEU,German,DLSR / Video Camera,Samsung,Unknown,????,Fixed,repaircafe-dresden,2019-06-15,"An der Digitalkamera hatte sich der Auslöser in das Gehäuse gedrückt und ließ sich so nicht mehr betätigen. Der Kunststoffknopf konnte zwar wieder richtig eingesetzt werden, war aber schon recht abgenutzt. Damit er nicht gleich erneut im Kameragehäuse verschwindet, empfahlen wir der Besitzerin, den Auslöser vorsichtig zu betätigen."
anstiftung_523,Anstiftung,DEU,German,Laptop,Acer,Unknown,????,Fixed,repaircafe-dresden,2019-06-15,"Ein Notebook von Acer sollte sich nicht starten lassen. Hier startete es jedoch problemlos. Wir führten daher nur einige Dinge zur Leistungsverbesserungen wie z.B. eine Festplattenbereinigung durch und berieten sie bei der Wahl eines anderen Antivirenprogramms, da die Lizenz des bisherigen abgelaufen war."
anstiftung_524,Anstiftung,DEU,German,Laptop,Toshiba,Unknown,????,Unknown,repaircafe-dresden,2019-06-15,"Einem Toshiba Notebook, das sich nicht mehr einschalten ließ, konnten wir leider nicht mehr helfen. Wir fanden keinen Fehler und werden daher beim nächsten Mal die Daten des Besitzers von der Festplatte retten, bevor das Gerät entsorgt oder ausgeschlachtet wird."
anstiftung_525,Anstiftung,DEU,German,Small kitchen item,AEG,Unknown,????,End of life,repaircafe-dresden,2019-06-15,Der Pürierstab von AEG zeigte keine Regung. Einen Kabelbruch konnten wir schnell ausschließen. Auch die Elektronik und die Motor-Bürstenkohlen waren in Ordnung. Eine Messung am Kommutator des Elektromotors deutete auf mehrere defekte Wicklungen
anstiftung_526,Anstiftung,DEU,German,Power tool,Unknown,Unknown,????,End of life,repaircafe-dresden,2019-06-15,"Ein Winkelschleifer lief im Betrieb nur noch äußerst ruckelig und begleitet von Bürstenfeuer sowie unter starker Rauch- und Geruchsentwicklung. Ein zunächst vermuteter Getriebeschaden oder abgenutzte Kohlebürsten bestätigten sich nicht. Dagegen offenbarte eine Widerstandsmessung am Rotorpaket einige defekte Spulenwicklungen - ein irreparabler Schaden, mit denen der Motor leider nur noch dem Schrott zugeführt werden kann."
anstiftung_527,Anstiftung,DEU,German,Portable radio,VEB Sternradio Sonneberg,Unknown,????,Repairable,repaircafe-dresden,2019-06-15,"Mit einem „Halle 5120“ Sternradio, dessen Ton zu leise war und welches beim Umschalten z.T. Knackgeräusche verursachte, erschien ein weiterer Gast. Dieses Gerät war mittlerweile einige Jahrzehnte alt und stammte aus einer Zeit, in der Radios noch als Möbel galten und selten über Transistoren verfügten. So waren auch hier verschiedene Verstärkerröhren verbaut, die wir bei der Suche nach dem Fehler im Verdacht hatten. Gleichrichtung und NF-Verstärkung waren in Ordnung, die Röhre im Eingangs- bzw. ZF-Kreis sch"
anstiftung_528,Anstiftung,DEU,German,Flat screen,Samsung,Unknown,????,Fixed,repaircafe-dresden,2019-06-15,"Bei einem Samsung „UE37C6700“ Flachbildfernseher dauerte das Umschalten vom Analog-Eingang auf HDTV zu lange. Der Besitzer hatte bereits recherchiert, dass es an einigen SMD- Elektrolytkondensatoren liegen könnte, weshalb wir diese gegen passende Ersatzelkos austauschten. Ohne geeignete Signalquelle vor Ort konnten wir allerdings nicht feststellen, ob die Reparatur auch von Erfolg gekrönt ist. Wir hoffen auf eine positive Rückmeldung nach dem Test zu Hause."
anstiftung_529,Anstiftung,DEU,German,Lamp,Unknown,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,Bei der Maiskolbenlampe waren einige LEDs ausgefallen. Aufgrund der bereits weit fortgeschrittenen Zeit vertagten wir die Reparatur auf einen späteren Termin.
anstiftung_530,Anstiftung,DEU,German,Mobile,FairPhone,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,Das Fairphone 2 litt unter Kontaktproblemen. Nach einer Reinigung arbeitete das Smartphone wieder.
anstiftung_531,Anstiftung,DEU,German,Small kitchen item,Unknown,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Die kleine Küchenwaage zeigte eine unsinnige Maßeinheit an. Die Maßeinheit sollte mit einem Schalter an der Rückseite umschaltbar sein, aber die Waage weigerte sich strikt, das Gewicht in Gramm auszugeben. Grund war ein defekter Schalter. Dieser wurde einfach mit einer Lötverbindung gebrückt."
anstiftung_532,Anstiftung,DEU,German,Paper shredder,United Office,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Ein recht stabil aufgebauter United Office „UAV250A1“ Papierschredder mit Zahnrädern aus echtem Metall funktionierte nicht richtig. Mit großem Interesse wurde der Papierfresser demontiert, da dieser unter „Verstopfung“ litt. Nach der Komplettreinigung stellten wir allerdings bei der Montage die wirkliche Ausfallursache fest: an einer Schredderwalze war das das Antriebsrad abgeschert."
anstiftung_533,Anstiftung,DEU,German,Laptop,HP,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Der Laptop zeigte auf dem Bildschirm nichts mehr an, lief aber. Die Grafikkarte arbeitete fehlerfrei, denn ein extra angeschlossener Monitor zeigte alles an und das installierte Betriebssystem startete problemlos.  Wir vermuten einen defekten Inverter für die Hintergrundbeleuchtung oder ein defektes LCD-/LED-Panel."
anstiftung_535,Anstiftung,DEU,German,Toaster,Unknown,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,Bei einem Toaster war wiedermal die Heizwendel (aus einer Art Aluminiumdraht) an der schwächsten Stelle durchgeglüht. Eine Reparatur ist aufgrund des Aufbaus der Heizelemente (spröde Glimmerplatten) nicht möglich.
anstiftung_536,Anstiftung,DEU,German,Small kitchen item,Silvercrest,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Für gewöhnlich kündigt ein interner Summer das Ablaufen der voreingestellten Kochzeit an, aber die Zeitsteuerung für die akustische Signalisierung war kaputt. Hier piepte nichts mehr. Da es offenbar nicht am Signalgeber selbst lag, schien uns ein Defekt des Timer-Schaltkreises als sehr wahrscheinlich. Ohne Markierung waren wir allerdings nicht in der Lage, das Bauteil genauer zu identifizieren, geschweige denn zu ersetzen. Mit einer separaten Eieruhr ist der Kocher noch zu betreiben."
anstiftung_537,Anstiftung,DEU,German,Toaster,Siemens,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Die Auswurfmechanik hielt im Betrieb nicht unten. Nach dem Zerlegen prüften wir zunächst die Funktion des Elektromagneten, der die Mechanik während des Toastens verriegelt. Eine Widerstandsmessung an der Magnetspule zeigte, dass diese in Ordnung war. Auch in der übrigen Mechanik konnten wir keinen Fehler finden, sodass wir das Gerät wieder zusammenschraubten. Hinterher funktionierte der Toaster dann plötzlich wieder problemlos."
anstiftung_538,Anstiftung,DEU,German,Lamp,Unknown,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Die Taschenlampe, die normalerweise durch Drehen am Kurbelgriff aufgeladen werden kann, leuchtete nicht mehr. Der eingebaute Speicherakku hatte das Ende seiner Lebenszeit erreicht und muss nun gegen einen neuen getauscht werden. Als Ersatz für die alten Zellen, die wir auslöteten, wird nun ein passender Akku beschafft und beim kommenden Mal eingebaut."
anstiftung_540,Anstiftung,DEU,German,Hi-Fi integrated,Panasonic,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,"Hier lag ein Problem mit dem CD-Laufwerk vor.  Die Mechanik der CD-Lade, fuhr nicht mehr vollständig ein. Neu gefettet, bewegte sich der Schubladenantrieb schon deutlich leichtgängiger. Allerdings blieb die Lade auch jetzt noch ab und zu hängen. Wahrscheinlich ist die Kunststoff-Zahnmechanik bei diesem Antrieb einfach so weit verschlissen, dass eine neue nötig wäre, um das Problem zu beheben."
anstiftung_541,Anstiftung,DEU,German,Portable radio,VEB Sternradio Sonneberg,Unknown,1974,Fixed,repaircafe-dresden,2019-06-14,"An diesem Gerät war der Einschalter überdreht und somit nicht mehr bedienbar. Der Einfachheit halber wurde der Schaltkontakt überbrückt, sodass das Radio nun wieder für musikalische Unterhaltung sorgen kann; Um die schwergängige Senderregelung, die wir ebenfalls feststellten, will sich der Gast zu Hause selbst kümmern. Hier ist lediglich der Seilzugantrieb und die Mechanik zu reinigen, mit der der Drehkondensator bewegt wird. Sie ist mit der Zeit stark verdreckt und Ursache der zu hohen Reibung."
anstiftung_542,Anstiftung,DEU,German,Kettle,Unknown,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,Blieb kalt. Wir konnten mit einer Durchgangsprüfung nur den Defekt des Heizelementes diagnostizieren. Ohne passendes Ersatzteil ist dies leider ein irreparabler Schaden und der Kocher somit Schrott.
anstiftung_543,Anstiftung,DEU,German,Small home electrical,Auerswald,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Hier tat sich nach dem Einschalten zunächst gar nichts. Mit unserem ESR-Tester prüften wir diverse Elektrolytkondensatoren auf der Platine und fanden schließlich einen SMD-Elko mit verdächtig hohem Widerstandswert im Netzteilbereich der Schaltung. Dieser wurde ausgetauscht, wonach sich die Baugruppe dann auch wieder einschalten ließ."
anstiftung_544,Anstiftung,DEU,German,Portable radio,Technics,Unknown,1994,Repairable,repaircafe-dresden,2019-06-14,"Der Drehschalter für die Quellenauswahl reagierte nur noch sporadisch. Hier sorgte eine Zerlegung und gründliche Reinigung bereits für Abhilfe. Auch trat beim Umschalten zwischen verschiedenen Quellen öfter ein störendes Knackgeräusch im Lautsprecher auf. Wahrscheinlich ein gealtertes Relais, das für die Zuschaltung des Ausgangs da ist."
anstiftung_545,Anstiftung,DEU,German,TV and gaming-related accessories,LG Electronics,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Es funktionierte nicht mehr. Im Spannungsversorgungsteil waren - vermutlich infolge einer Überspannung - einige Leiterzüge verdampft. Ein großer Rußfleck ließ erahnen, dass die Platine wahrscheinlich größeren Schaden davongetragen hat und nicht ohne Weiteres repariert werden kann. Wir empfahlen dem Gast daher, sich für eine Ersatzbaugruppe zunächst direkt an den Service des Herstellers zu wenden, bevor er sich im Internet nach einem kaputten Altgerät mit passendem Ersatzteil umsieht."
anstiftung_546,Anstiftung,DEU,German,Hi-Fi separates,Stagg,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Sollte immer mal wieder Aussetzer haben. Wir untersuchten deren Verstärkerelektronik und die internen Verbindungen, konnten allerdings keine offensichtlichen Fehler wie lockere Kontakte oder kalte Lötstellen entdecken. Nach dem Auseinandernehmen und wieder Zusammenbauen traten jedenfalls keine Probleme auf."
anstiftung_547,Anstiftung,DEU,German,Laptop,Acer,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Es war keine Verbindung mit dem Internet möglich und der Rechner war langsam. Das vorinstallierte Virenprogramm blockte offenbar sämtliche Verbindungen und bremste das Betriebssystem aus, weshalb wir es kurzerhand deinstallierten und stattdessen die Testversion eines anderen Virenscanners installierten. Mit diesem lief dann auch alles deutlich reibungsloser. Der Besitzer wird es nun die nächsten Wochen weiter testen und beim kommenden Mal wiederkommen, sodass wir ihm eine feste Programmlizenz aufspielen kön"
anstiftung_548,Anstiftung,DEU,German,Lamp,Unknown,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Bei einer ""Maiskolbenlampe"" leuchteten drei Segmente nicht mehr. Die Ursache - je eine defekte LED in der Reihenschaltung in den Segmenten - wurde schnell mit dem Messgerät gefunden. Auswechseln oder Überbrücken? Wir waren für Beschaffung und Auswechseln, der Besitzer für Überbrücken. Mal sehen, wie lange das hält."
anstiftung_549,Anstiftung,DEU,German,Mobile,Apple,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Bei dem iPhone 3 hatte das Display abgehoben. Ursache dafür war der eingebaute Akku, der ganz schön aufgebläht war und ersetzt werden muss. Dann wird das Gerät wieder seine ursprüngliche Form haben."
anstiftung_550,Anstiftung,DEU,German,Power tool,Einhell,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,Bei einem Einhell Winkelschleifer bewegte sich nichts. Hier war aber vor uns schon der Opa dran und hatte die Motorkohlen ausgebaut. Ohne diese können wir leider keine weitere Diagnose stellen.
anstiftung_553,Anstiftung,DEU,German,DLSR / Video Camera,Sony,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Bei einem Sony „EV-C500E“ Hi8-Recorder gab es beim Abspielen der Kassette immer nur Bandsalat. Hier wird eine neue Rutschkupplung für den Bandantrieb benötigt, die der Besucher versucht, im Netz aufzutreiben. Sollte er nichts bekommen, können wir versuchen, sie durch Aufrauhen der Oberfläche wieder dazu zu bringen, ihrer Funktion gerecht zu werden."
anstiftung_554,Anstiftung,DEU,German,Mobile,LG Electronics,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Die Besitzerin eines LG Smartphones hatte sich vorher schon gut informiert und brachte außer dem defekten Gerät, bei dem die Glasscheibe gerissen war, eine neue Einheit, bestehend aus LC-Display, Touchscreen und Rahmen mit. Um der Reparaturanleitung auf YouTube folgen zu können, hatte sie auch ihren Laptop dabei. Das waren natürlich super Voraussetzungen für eine erfolgreiche Reparatur. Improvisieren mussten wir dann nur, da alle Videos einen Wechsel der Glasscheibe zeigten und nicht den Wechsel der von ihr"
anstiftung_555,Anstiftung,DEU,German,TV and gaming-related accessories,Intewa,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Die Pumpensteuerung „Aqua-Matic“ schaltete die Pumpe bei dem eingestellten Druck nicht an. Der Betriebsdruckregler selbst war in Ordnung, allerdings schaltet das Relais nicht. Da die Spannung an der Relaisspule anlag, mussten wir feststellen, dass die Relaisspule defekt ist und keinen Durchgang mehr hat."
anstiftung_556,Anstiftung,DEU,German,Small kitchen item,Unknown,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Mit etwas Bindulin konnten wir schließlich noch dem Besitzer einer Porzellantasse aushelfen, an der der Henkel abgebrochen war. Nach dem Reinigen der Bruchstellen klebte er mit dem Porzellankitt das Stück wieder an seine Lieblingstasse an."
anstiftung_557,Anstiftung,DEU,German,Small kitchen item,Russell Hobbs,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Eine Kaffeemaschine „Typ 12591-57“ von Russell Hobbs blieb gänzlich kalt. Am Durchlauferhitzer maßen wir einen Widerstand, beim Thermoschalter hingegen keinen Durchgang. Für das defekte Teil besorgt der Gast nun geeigneten Ersatz."
anstiftung_558,Anstiftung,DEU,German,Mobile,Samsung,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,Einer fachgerechten Entsorgung musste auch ein Akku aus dem Telefon zugeführt werden. Dieser wies keine Spannung mehr auf und hatte sich bereits deutlich aufgebläht. Aus diesem Grund zeigte auch das Telefon keine Funktion und lud den Akku nicht auf. Mit einem neuen Ersatzakku dürfte es aber bald wieder funktionieren.
anstiftung_559,Anstiftung,DEU,German,Kettle,Intertec,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,"Der Wasserkocher von Intertek blieb gänzlich kalt, was nach ein paar Widerstandsmessungen auf einen defekten Schalter zurückgeführt werden konnte. Offenbar waren die Kontakte durch hohe Schaltströme mit der Zeit stark erodiert bzw. weggebrannt. Eine Reparatur schien unmöglich, da der Schalter verschweißt war. Gleichfalls ließ sich hierfür kein passender Ersatz finden, was das Schicksal dieses Gerätes letztlich besiegelte."
anstiftung_560,Anstiftung,DEU,German,Hi-Fi separates,Sony,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"In einem SONY „TC-WR670“ Doppel-Kassettenrecorder störten ratternde Laufgeräusche der Mechanik den Musikgenuss. Während es bei einem Laufwerk aber immerhin noch lief, funktionierte der Antrieb des Anderen gar nicht mehr. Hier konnten wir den typischen Fall stark gealterter Antriebsriemen diagnostizieren - dabei hatte sich einer in eine zähe schwarze Masse verwandelt, die übrigen waren weich, ziemlich ausgeleiert oder hingen bereits durch. Da wir die nötigen Flachriemen nicht in unserer Ersatzteilkiste hatte"
anstiftung_561,Anstiftung,DEU,German,Projector,VEB Kamera- und Kinowerke Dresden,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Nostalgisch wurde es bei der Reparatur eines Pentax „P80-I“ 8mm-Schmalfilmprojektors, dessen Motor sich nicht rührte. Durch Nachlöten einiger korrodierter Kontakte am Einschalter und Geschwindigkeitsregler-Potentiometer konnte er zwar wieder zum Leben erweckt werden, die restliche Mechanik stellte sich dann jedoch als recht schwergängig und der Antriebsriemen ebenfalls als ziemlich ausgeleiert heraus. Eine gründliche Reinigung und Schmierung der Zahnräder brachte hier den gewünschten Erfolg. Als Ersatz für "
anstiftung_562,Anstiftung,DEU,German,Toy,Brio,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Von vier Knopfzellen angetrieben, konnte eine elektrische Spielzeugeisenbahn von Brio normalerweise vorwärts- und rückwärts fahren, Geräusche machen und Lichtsignale geben. Nun aber tat sie nichts dergleichen. Beim Test mit einer externen Spannungsquelle zeigte sich, dass Elektromotor und LEDs in Ordnung waren und der Fehler eher auf der Steuerplatine zu suchen ist. Nachdem vergeblich einige Kontakte überprüft und zahlreiche Lötstellen nachgelötet waren, verhärtete sich der Verdacht eines defekten Controlle"
anstiftung_563,Anstiftung,DEU,German,Watch/clock,Unknown,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,"Eher selten sind im RepairCafé jene Reparaturen „ohne Stecker und ohne Strom“. Daher freuten wir uns, dass die Besitzerin auch noch eine echte Schwarzwälder Kuckucksuhr im Gepäck hatte. Seitdem ihr Enkel am Gewicht gezogen hatte, lief diese nicht mehr. Wir schauten uns also die Mechanik einmal genauer an, doch die schien soweit in Ordnung zu sein, wenngleich sie im Uhrengehäuse etwas verzogen war. Zur korrekten Neuausrichtung des Pendelwerkes und Auffädeln der Kette fehlten uns dann aber doch die Möglichkei"
anstiftung_564,Anstiftung,DEU,German,Small home electrical,TFA Dostmann,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Eine Funk-Wetterstation von TFA Dostmann fand ihren Außensensor nicht mehr. Mit der Bedienungsanleitung aus dem Internet war schnell klar, wo das Problem lag: zur Herstellung einer Verbindung zum Sensor muss zuerst die Basisstation aktiviert werden. Anschließend sendet diese für etwa zweieinhalb Minuten ein Pilotsignal, das der Funksensors nach dem Einsetzen der Batterien empfängt. In dieser Reihenfolge klappte es dann auch problemlos."
anstiftung_565,Anstiftung,DEU,German,Portable radio,Teufel,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,"Ein Teufel „IP3000BR“ Blu-ray-Receiver war im Betrieb plötzlich ausgegangen und zeigt nun keine Funktion mehr. Die zuletzt abgespielte DVD steckte deswegen noch im Laufwerk fest und musste von uns erst einmal befreit werden. Anschließend untersuchten wir das interne Schaltnetzteil, in dem wir den Schaden vermuteten. Die Spannung nach der Gleichrichtung wurde kontrolliert, der Durchgang einiger Verbindungen gemessen und verschiedene Elektrolytkondensatoren auf ihren ESR-Wert geprüft - leider ohne Erfolg. Ohn"
anstiftung_566,Anstiftung,DEU,German,DLSR / Video Camera,Canon,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Eine Canon „EOS 550D“ Digitalkamera ließ sich nicht mehr einschalten. In Erwartung einer langwierigeren Reparatur reinigten wir zunächst die Kontakte im Batteriefach mit einem Glasfaserpinsel. Überraschenderweise verhalf das der Kamera aber schon zu neuem Leben. Nachdem sie nun wieder ging, klebte der Besitzer im Anschluss noch die Gummierung am Haltegriff, die sich allmählich abzulösen drohte."
anstiftung_567,Anstiftung,DEU,German,Printer/scanner,Brother,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Ein Brother „MFC J470DW“ Multifunktionsdrucker erkannte die gelbe Farbpatrone nicht mehr. Sein Besitzer äußerte den Verdacht, dass in der Aufnahme eine Feder zur Kontaktierung des Patronenchips abgebrochen sein könnte. Nach Zerlegung des Gerätes und näherer Inaugenscheinnahme konnten wir dies zwar bestätigen, fanden im Gehäuse jedoch keine Spur des fehlenden Kontaktes. Das defekte Teil wurde ausgebaut und der Gast beraten, wie er hierfür passenden Ersatz bekommen kann. Sollte das nicht klappen, müssen wir s"
anstiftung_568,Anstiftung,DEU,German,Printer/scanner,Unknown,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,"Multifunktionsdrucker mit Druckproblemen - die Blattzufuhr arbeitete fehlerhaft, sodass ein Blatt Papier nur selten korrekt eingezogen und bedruckt wurde. Wenn das Gerät das Papier annahm, erfolgte der Ausdruck zusätzlich versetzt. Nach etwas Recherche und ein wenig Schütteln fanden wir im Gerät eine abgebrochene Plastiknase. Wo diese abgebrochen war, ließ sich allerdings nicht feststellen. Dieser Drucker wird wohl früher oder später den selben Weg nehmen wie viele andere Elektrogeräte."
anstiftung_569,Anstiftung,DEU,German,Kettle,Unknown,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,"Häufige Gäste im RepairCafé sind Wasserkocher - so auch heute! Ein äußerst interessantes Exemplar bekamen wir diesmal zu sehen. Dieser recht alte Kocher hatte - außer der einmalig auslösenden Thermosicherung - keinerlei Abschaltautomatik und lief die ganze Zeit durch. Wir baten die Benutzerin, das Gerät zu ihrer eigenen Sicherheit zu entsorgen."
anstiftung_570,Anstiftung,DEU,German,Portable radio,AIWA,Unknown,1984,Fixed,repaircafe-dresden,2019-06-14,Ein kleines AIWA Taschenradio aus den frühen 80ern knackste im Betrieb. Das Potentiometer des Lautstärkereglers war verdreckt. Es wurde gereinigt und mit Kontaktpflegemittel behandelt.
anstiftung_571,Anstiftung,DEU,German,Small kitchen item,Siemens,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Ein Siemens „TE 503“ Kaffee-Vollautomat wurde immer gut gepflegt und war trotz genügend Bohnen der Meinung, man sollte doch noch mehr Bohnen nachfüllen. Nach dem wir den für die Hausfrau versteckten Pulverkaffee-Einfüllkanal gefunden und gereinigt hatten, hatte die Maschine nun eine schmutzige Brüheinheit. Nun jedenfalls mit genügend Bohnen versorgt, präsentierte uns das Ding die Meldung „Brüheinheit reinigen“. Dies nahmen wir zum Anlass, diese doch nochmal einer gründlichen Reinigung mit anschließender Sch"
anstiftung_572,Anstiftung,DEU,German,Hi-Fi separates,Odys,Unknown,????,Repairable,repaircafe-dresden,2019-06-14,"Ein Odys „Rave 2in1 Mobile Mini“ Bluetooth-Lautsprecher - hatte sich wohl, unter äußerer Gewalt, von seiner Micro-USB-Buchse getrennt. Wir prüften, wie groß der Schaden auf der verbliebenen Leiterplatte ist, und werden das nächste Mal versuchen, mit der neuen Buchse und uhrmachermäßigem Mikro-Geschick die Verbindungen wiederherzustellen."
anstiftung_573,Anstiftung,DEU,German,Small home electrical,AVM,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,"Das „Fritz-Fon“ wollte nicht mehr anzeigen, was es so alles zu bieten hat. Alle winzigen Lötstellen zum Display wurden nachgelötet; ebenso das Flachbandkabel, die BGAs usw. - Alles umsonst, leider konnten wir nicht helfen."
anstiftung_574,Anstiftung,DEU,German,Lamp,Unknown,Unknown,1969,Unknown,repaircafe-dresden,2019-06-14,"Eine nostalgische Tischlampe - ein ziemlich cooles Teil mit zusätzlich von innen beleuchtetem Standfuß aus Glas, die nicht mehr leuchtete. Es hatte aber leider einige Merkmale, die unter heutigen Sicherheitsaspekten einen Weiterbetrieb mit 230 Volt nicht mehr zulassen. Wir haben der Dame empfohlen, die ganze Lampe auf 12 V LED-Leuchtmittel umzustellen. Sie hat sich alles genau notiert, will die benötigten Teile besorgen und sich dann wieder an uns wenden. Schade nur, dass sie ihre Notizen bei uns hat liegen"
anstiftung_575,Anstiftung,DEU,German,Vacuum,Philips,Unknown,????,Unknown,repaircafe-dresden,2019-06-14,"Der Motor des Staubsaugers „performte“ nicht mehr ganz so zuverlässig und ging mitunter auch gar nicht mehr. Bei genauerer Betrachtung fiel auf, dass der Kommutator verschmutzt und die Bürstenkohlen in ihren Führungen verklemmt waren, sodass an dieser Stelle nur ein unzureichender elektrischer Kontakt zustande kam. Nach einer gründlichen Reinigung lief der Motor dann wieder tadellos. Da sich der Abend hier bereits dem Ende neigte, blieb für den Zusammenbau des Staubsaugers keine Zeit. Der Besitzer wird dies"
anstiftung_576,Anstiftung,DEU,German,Portable radio,Amway,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Kein Ton und keine Anzeige waren das Fehlerbild im Falle eines Amway „XE1568“ Taschenradios. Als wir mit einem Glasfaserpinsel das Kontaktproblem im Batteriefach beseitigt hatten, das wohl von einer ausgelaufenen Batterie herrührte, spielte das Gerät zwar wieder Musik, war aber noch viel zu leise. Der Tausch eines defekten Elektrolytkondensators am Lautsprecherausgang brachte hier den gewünschten Erfolg."
anstiftung_579,Anstiftung,DEU,German,Lamp,Unknown,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Einer Wohnzimmer-Hängelampe wollte nach einem Umbau nicht so recht ein Licht aufgehen. Nach eingehender Fehlersuche erkannten wir auch, warum sie ihren Besitzer im Dunkeln ließ. Dieser hatte beim Versuch, die Länge der Zuleitungsdrähte zu kürzen, ungewollt einen Kurzschluss verursacht, indem er das Drahtseil im Lampengehäuse versenkte. Da das Gehäuse jedoch gleichzeitig als Rückleiter fungiert, berührten sich beide Leiter. Glücklicherweise war es eine Niedervoltlampe mit Vorschaltgerät, sodass nichts Schlim"
anstiftung_580,Anstiftung,DEU,German,Hi-Fi integrated,Weltbild,Unknown,????,Fixed,repaircafe-dresden,2019-06-14,"Der Weltbild „Sound Trolley“ hatte aus heiterem Himmel seinen Dienst versagt und tat keinen Mucks mehr. In Vermutung eines Wackelkontaktes bauten wir den mobilen Aktivlautsprecher auseinander und kontrollierten sämtliche Kontakte. Offenbar half schon das Ab- und wieder Anstecken der zahlreichen Steckverbinder, denn beim anschließenden Test funktionierte die Musikkiste wieder. Nun kann sie unterwegs wieder für Stimmung sorgen."
anstiftung_581,Anstiftung,DEU,German,Projector,VEB Kamera- und Kinowerke Dresden,Unknown,1974,Fixed,repaircafe-dresden,2019-06-14,"Der Schmalfilmprojektor hatte Probleme mit der Bildsynchronisation. Man sah nur ein „wanderndes Videobild“. Wie sich herausstellte, verfügte das Gerät zwar über eine Einstellmöglichkeit für den Mitnehmer, der den Film transportiert. Allerdings ließ sich dieser nicht über den gesamten Synchronisationsbereich verstellen, ohne dass sich dabei der Hub veränderte und der Film irgendwann nicht mehr mitgenommen wurde. Wir wussten uns nicht anders zu helfen, als den Mitnehmer auf die erforderliche Position zurechtz"
anstiftung_582,Anstiftung,DEU,German,Power tool,Hanseatic,Unknown,????,End of life,repaircafe-dresden,2019-06-14,"Akku des mitgebrachten Bohrschrauber wurde vom zugehöriges Akkuladegerät nicht aufgeladen. Kein Wunder eigentlich, da der Transformator im Steckernetzteil primärseitig keinen Widerstand aufwies, also offensichtlich eine Wicklung durchgebrannt war oder die Thermosicherung ausgelöst hatte. Ein neues Netzteil wäre sicher kein Problem gewesen, allerdings schien der Auslöser des Defektes eine Überlast durch den angesteckten Akku. Im Betrieb mit externem Netzteil jedenfalls zog das Gerät sehr viel Strom. Der Besi"
anstiftung_583,Anstiftung,DEU,German,Desktop computer,Terra,Unknown,2010,Fixed,repaircafe-freital,2019-06-13,"Ausgemustert, läuft zu langsam. Wir haben ihn gereinigt und mehr RAM eingebaut. Damit kann er wieder mithalten."
anstiftung_584,Anstiftung,DEU,German,Portable radio,AEG,Unknown,????,Fixed,repaircafe-freital,2019-06-13,"Setzt trotz neuer Batterien bei der Wiedergabe immer wieder aus. Wir untersuchten die Batterien, sie hatten nur 0,9 Volt. Mit wirklich neuen Batterien spielte das Radio wieder."
